Type,Country,Area,Activity,Sex,Fatal (Y/N),Time,Investigator or Source,Year,Month
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,F,N,Morning,"Gold Coast Bulletin, 3/21/2007",2007.0,Mar
Provoked,USA,Florida,Fishing related,M,N,,Associated Press,2007.0,Mar
Unprovoked,AUSTRALIA,Queensland,Swimming related,F,N,Afternoon,ABC News Online,2007.0,Mar
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"J. Ashton, T.C. Palm, 3/12/2007",2007.0,Mar
Provoked,NEW ZEALAND,Cook islans,Fishing related,M,N,,"R. Weeks, GSAF",2007.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"P. Immerz, SharkProject; P. Kemp, GSAF",2007.0,Feb
Unprovoked,NEW CALEDONIA,Loyalty Islands,Fishing related,M,N,,"Les Nouvelles Caledoniennes, ",2007.0,Feb
Unprovoked,NEW CALEDONIA,North Province,Fishing related,M,N,Afternoon,"Les Nouvelles Caledoniennes, 1/29/2007",2007.0,Jan
Boat,USA,Florida,"Other random, unclassifiable or silly activities",,N,Nightime,"P. Morales, News-Press, 2/5/2007",2007.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Diving activities,M,N,Morning,"NZ Herald, 1/23/2007",2007.0,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,Y,Afternoon,"G. Cliff, Natal Sharks Board; East London Dispatch, 1/18/2007",2007.0,Jan
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,"J. Watson, Great Lakes Your Guide",2007.0,Jan
Invalid,USA,New York,Board involved activity,M,,Afternoon,W. Brodsky,2007.0,Jan
Unprovoked,USA,Hawaii,Board involved activity,M,N,Morning,"P. Immerz, SharkProject.org; J. TenBruggencate, Honolulu Advertiser, 1/5/2007",2007.0,Jan
Unprovoked,AUSTRALIA,Victoria,Board involved activity,M,N,Evening,"P. Kemp, GSAF",2006.0,Dec
Unprovoked,NEW ZEALAND,North Island,Board involved activity,M,N,Morning,"R.D. Weeks, GSAF",2006.0,Dec
Unprovoked,USA,California,Board involved activity,M,N,Morning,"P. Immerz; R. Collier; San Francisco Chronicle, 12/11/2006 ",2006.0,Dec
Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing related,M,N,"""Evening""","C. Johansson; Pretoria News, 12/8/2006",2006.0,Dec
Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,N,Morning,"P. Kemp, GSAF, Sunday Mail, 12/3/2006",2006.0,Dec
Sea Disaster,PHILIPPINES,Surigao del Norte,"Other random, unclassifiable or silly activities",,Y,Afternoon,"Manila Bulletin Online, 11/27/2006",2006.0,Nov
Unprovoked,USA,Hawaii,Swimming related,M,N,Afternoon,"Honolulu Advertiser, 11/12/2006; B. Nicholson",2006.0,Nov
Provoked,SOUTH AFRICA,Eastern Cape Province,"Other random, unclassifiable or silly activities",M,N,Afternoon,"P. Immerz, SharkProject",2006.0,Nov
Unprovoked,USA,Oregon,Board involved activity,M,N,Just before sundown,R. Collier,2006.0,Oct
Unprovoked,USA,Florida,Fishing related,M,N,,"K. Kridel, Herald Tribune, 10/21/2006",2006.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,Morning,"S. Petersohn, GSAF",2006.0,Oct
Unprovoked,USA,Texas,Board involved activity,M,N,,"M. Martinez, KGBT4",2006.0,Oct
Unprovoked,USA,Florida,Beach activities,M,N,Afternoon,"S. Petersohn, GSAF",2006.0,Oct
Unprovoked,BAHAMAS,New Providence Island,Diving activities,F,N,,"J. Lambiet, Palm Beach Post, 10/22/2006",2006.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,,"S. Petersohn, GSAF",2006.0,Sep
Provoked,USA,Florida,Diving activities,M,N,,"CBS-4, 9/18/2006",2006.0,Sep
Unprovoked,USA,North Carolina,Board involved activity,M,N,Morning,"C. Creswell, GSAF",2006.0,Sep
Unprovoked,USA,Florida,Swimming related,M,N,Afternoon,WFTV.com,2006.0,Sep
Unprovoked,USA,Florida,Board involved activity,M,N,,"S. Petersohn, GSAF",2006.0,Sep
Invalid,AUSTRALIA,Queensland,Diving activities,M,,Morning,"Sydney Morning Herald, CNN & internet",2006.0,Sep
Unprovoked,USA,Florida,Beach activities,M,N,Afternoon,"S. Petersohn, GSAF",2006.0,Sep
Unprovoked,USA,Florida,Swimming related,M,N,Afternoon,"S. Petersohn, GSAF",2006.0,Sep
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,,"Cape Times, 9/3/2006",2006.0,Sep
Unprovoked,USA,Oregon,Board involved activity,M,N,Evening,"R. Collier, GSAF; Register-Guard, 8/31/2006",2006.0,Aug
Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,N,Afternoon,"P. Kemp, GSAF; S. Black, The Islander, 9/7/2006",2006.0,Aug
Unprovoked,REUNION,Saint-Gilles-les-Bains,Board involved activity,M,N,Evening,"G. Vitry; G. Holt, scubaradio; Clicanoo, 8/28/2006 & 8/29/2006",2006.0,Aug
Unprovoked,REUNION,Saint-Pierre,Board involved activity,M,Y,Morning,P. Immerz ,2006.0,Aug
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,,A. Brenneka,2006.0,Aug
Unprovoked,SOUTH AFRICA,Western Cape Province,"Other random, unclassifiable or silly activities",M,N,Morning,P. Immerz ,2006.0,Aug
Unprovoked,USA,North Carolina,Beach activities,F,N,Afternoon,"C. Creswell, GSAF",2006.0,Aug
Unprovoked,USA,Oregon,Board involved activity,M,N,Afternoon,"R. Collier, GSAF",2006.0,Jul
Invalid,USA,California,Board involved activity,M,N,Afternoon,"R. Colier, GSAF",2006.0,Jul
Unprovoked,USA,Florida,Board involved activity,M,N,,WFTV.com,2006.0,Jul
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,Afternoon,"Cape Argus, 7/29/2006",2006.0,Jul
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"S. Petersohn, GSAF",2006.0,Jul
Unprovoked,USA,Texas,Board involved activity,M,N,,KHOU.com,2006.0,Jul
Unprovoked,USA,South Carolina,Beach activities,M,N,Morning," C. Creswell, GSAF",2006.0,Jul
Unprovoked,USA,South Carolina,Swimming related,F,N,Afternoon," C. Creswell, GSAF",2006.0,Jul
Unprovoked,USA,Florida,Beach activities,M,N,Afternoon,"S. Petersohn, GSAF",2006.0,Jul
Unprovoked,USA,Florida,Beach activities,M,N,Afternoon,"Orlando Sentinel, 7/9/2006",2006.0,Jul
Unprovoked,USA,South Carolina,Board involved activity,F,N,Morning,"C. Creswell, GSAF",2006.0,Jul
Unprovoked,USA,Florida,Swimming related,M,N,Afternoon,Orlando Sentinel,2006.0,Jul
Unprovoked,USA,Florida,Fishing related,F,N,,"Swimming World Magazine, 2 July 2006",2006.0,
Unprovoked,USA,Florida,Fishing related,M,N,,"Swimming World Magazine, 2 July 2006",2006.0,
Unprovoked,USA,Florida,Board involved activity,F,N,Morning, P. Immerz,2006.0,Jun
Provoked,USA,Florida,Fishing related,M,N,Afternoon,"News Press, 6/27/2006",2006.0,Jun
Unprovoked,BAHAMAS,Andros Islands,Fishing related,M,N,Afternoon,"A. Brenneka; Nassau Guardian, 6/30/2006",2006.0,Jun
Unprovoked,USA,Florida,Board involved activity,F,N,Afternoon," S. Petersohn, GSAF; P. Immerz",2006.0,Jun
Unprovoked,BRAZIL,Pernambuco,Board involved activity,M,Y,Morning,globalsurfnews.com,2006.0,Jun
Unprovoked,USA,California,Diving activities,M,N,Morning,R. Collier,2006.0,Jun
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"S. Petersohn, GSAF",2006.0,Jun
Unprovoked,USA,South Carolina,Beach activities,F,N,Afternoon,"C. Creswell, GSAF; Islandpacket.com, 6/7/2006",2006.0,Jun
Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,N,Morning,"P.Kemp, GSAF; Sunday Mail (Adelaide), 6/11/2006, p.17",2006.0,Jun
Unprovoked,USA,Hawaii,Fishing related,M,N,Afternoon,"P. Immerz; Honolulu Advertiser, 6/1/2006",2006.0,May
Provoked,USA,Hawaii,Consequence of handeling sharks,,N,Afternoon,"Honolulu Advertiser, 5/29/2006",2006.0,May
Unprovoked,USA,Hawaii,Board involved activity,M,N,Afternoon,R. Collier,2006.0,May
Provoked,USA,Hawaii,Fishing related,M,N,Afternoon,"Maui News, 5/26/2006",2006.0,May
Unprovoked,BRAZIL,Pernambuco,Board involved activity,M,N,Morning,"Avisa Nordland, 5/22/2006",2006.0,May
Unprovoked,USA,Guam,Diving activities,F,N,Afternoon,R. Segal,2006.0,May
Unprovoked,USA,Florida,,M,N,Afternoon,"Florida Today, 5/10/2006",2006.0,May
Unprovoked,USA,Florida,Swimming related,F,N,Afternoon,"TCPalm.com, 5/4/2006 ",2006.0,May
Provoked,AUSTRALIA,Queensland,"Other random, unclassifiable or silly activities",M,N,Afternoon,"Sunshine Coast Daily, 5/4/2006",2006.0,May
Unprovoked,USA,Florida,Board involved activity,M,N,,Local 6 News,2006.0,Apr
Unprovoked,USA,Florida,Beach activities,F,N,Afternoon,"Orlando Sentinel, 4/20/2006; Yahoo News;  S. Petersohn",2006.0,Apr
Provoked,USA,Florida,Fishing related,M,N,Afternoon,"Naples News, 4/13/2006",2006.0,Apr
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Afternoon,"Daily Telegraph, 4/12/2006",2006.0,Apr
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,Afternoon,J. Visser,2006.0,Apr
Unprovoked,BRAZIL,Pernambuco,Swimming related,M,N,Afternoon,"Diario de Pernambuco, 4/10/2006",2006.0,Apr
Unprovoked,USA,Florida,Beach activities,M,N,Afternoon,CBS Broadcasting,2006.0,Apr
Unprovoked,Sierra Leone,Western Area,Fishing related,M,Y,,Reuters,2006.0,Mar
Unprovoked,USA,Hawaii,Board involved activity,F,N,Morning,Honolulu Advertiser,2006.0,Mar
Unprovoked,FIJI,Vitu Levu,Board involved activity,M,N,Evening,"R.D. Weeks, GSAF; Fiji Sun, 3/19/2006",2006.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Afternoon,"The Australian, 3/15/2006",2006.0,Mar
Unprovoked,USA,Hawaii,Beach activities,F,N,Afternoon,"G.T. Kubota, Star Bulletin, 2/28/2006",2006.0,Feb
Invalid,USA,Hawaii,Diving activities,M,,Afternoon,http://www.kesq.com,2006.0,Feb
Unprovoked,AUSTRALIA,Queensland,Beach activities,M,N,Morning,"G. Stolz, Courier-Mail, 2/14/2006",2006.0,Feb
Unprovoked,AUSTRALIA,Queensland,Swimming related,M,N,,"G. Stolz, Courier-Mail, 2/14/2006",2006.0,Feb
Boating,AUSTRALIA,South Australia,Fishing related,M,N,Afternoon,Port Adelaide Football Club,2006.0,Feb
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,Afternoon,"M. Kabeli, Dispatch Online.com; G. Brett & K. Cole, EL Museum",2006.0,Feb
Unprovoked,TONGA,Vava'u,Swimming related,F,Y,Evening,D. Clem; www.matangitonga.to,2006.0,Feb
Boating,USA,Hawaii,"Other random, unclassifiable or silly activities",M,N,Afternoon,"R. Collier, GSAF; Honolulu Advertiser, 2/1/2006",2006.0,Feb
Boating,ATLANTIC OCEAN,300 miles from Antigua,"Other random, unclassifiable or silly activities",M,N,,"N. Bevan, icwales.icnetwork.co.uk, 1/28/2006",2006.0,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing related,M,N,Afternoon,"Geremy Cliff, NSB",2006.0,Jan
Boating,ATLANTIC OCEAN,800 miles from land,"Other random, unclassifiable or silly activities",F,N,,"Northants News, 1/25/2006",2006.0,Jan
Unprovoked,USA,California,Board involved activity,M,N,Nightime,R. Collier,2006.0,Jan
Unprovoked,AUSTRALIA,Western Australia,Diving activities,M,N,Morning,"T. Peake, GSAF",2006.0,Jan
Invalid,BAHAMAS,Grand Bahama Island,Diving activities,M,,Morning,"Bahama Journal, 1/13/2006",2006.0,Jan
Unprovoked,AUSTRALIA,Queensland,Swimming related,F,Y,Afternoon,"T. Peake, GSAF",2006.0,Jan
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"A. Neal, scripps.com",2006.0,Jan
Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,N,,"J.P. Botha, GSAF",2006.0,Jan
Unprovoked,USA,Oregon,Board involved activity,M,N,Afternoon,"R. Collier, GSAF; L.A. Times, 12/25/2005",2005.0,Dec
Unprovoked,USA,Hawaii,Swimming related,M,N,Morning, San Francisco Gate 2/21/2005,2005.0,Dec
Boating,ATLANTIC OCEAN,600 nm west of the Canary Islands,"Other random, unclassifiable or silly activities",,N,Afternoon,"R.D. Weeks, GSAF; NZ Herald, 12/21/2005",2005.0,Dec
Unprovoked,AUSTRALIA,Queensland,Fishing related,M,N,Morning,"Courier-Mail, 12/12/2005",2005.0,Dec
Boat,AUSTRALIA,South Australia,Fishing related,,N,Afternoon,"Melbourne Herald Sun, 12/5/2005",2005.0,Dec
Unprovoked,USA,Florida,Board involved activity,M,N,,wpmi.com,2005.0,Nov
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"S. Petersohn, GSAF",2005.0,Nov
Unprovoked,AUSTRALIA,Victoria,Board involved activity,M,N,Evening,"Sydney Morning Herald, 11/25/2005",2005.0,Nov
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,Morning,Dispatch online,2005.0,Nov
Unprovoked,NEW CALEDONIA,Loyalty Islands,Fishing related,,N,Evening,"Les Nouvelles Caledoniennes, 11/29/2005",2005.0,Nov
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,Stuart News,2005.0,Nov
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"S. Petersohn, GSAF",2005.0,Nov
Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing related,M,N,Afternoon,J. Visser,2005.0,Nov
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"S. Petersohn, GSAF",2005.0,Nov
Unprovoked,USA,California,Board involved activity,M,N,Afternoon,"R. Collier, GSAF",2005.0,Nov
Unprovoked,USA,California,Board involved activity,M,N,Morning,"R. Collier, GSAF",2005.0,Nov
Unprovoked,USA,Florida,Beach activities,M,N,,"Sentinel, 1-/30/2005",2005.0,Oct
Unprovoked,ST. MAARTIN,Simpson Bay,Beach activities,M,N,Morning,"M. Levine, GSAF",2005.0,Oct
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,Morning,Cape Times,2005.0,Oct
Unprovoked,USA,California,Board involved activity,M,N,Morning,"R. Collier, GSAF",2005.0,Oct
Unprovoked,USA,California,Board involved activity,F,N,Morning,"R. Collier, GSAF; Bay City Newswire",2005.0,Oct
Provoked,USA,Florida,Beach activities,M,N,Afternoon,"S. Petersohn, GSAF; Florida Today, 10/16/2005 ",2005.0,Oct
Unprovoked,USA,Hawaii,Board involved activity,M,N,Evening,Hawaii Department of Land and Natural Resources,2005.0,Oct
Unprovoked,GRAND CAYMAN,East Wall,Diving activities,F,N,Afternoon,"L.A.Hughes; G. Holt, Scubaradio.com",2005.0,Oct
Unprovoked,USA,Florida,Board involved activity,M,N,Afternoon,"S. Petersohn, GSAF",2005.0,Oct
Unprovoked,BAHAMAS,Abaco Islands,Diving activities,M,N,,"E. Ritter, GSAF; A. Armbrister, Freeport News, 10/3/2005",2005.0,Oct
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,Afternoon,"Cape Argus, Cape Times, 10/3/2005",2005.0,Oct
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,,"Macleay Argues, 9/27/2005",2005.0,Sep
Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,N,Afternoon,"T. Peake, GSAF",2005.0,Sep
Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,N,Morning,"T. Peake, GSAF",2005.0,Sep
Invalid,USA,Florida,Board involved activity,M,,Morning,"A. Galabinski, Marco Island Sun Times, 9/22/2005",2005.0,Sep
Unprovoked,USA,South Carolina,Board involved activity,F,N,Afternoon,"C. Creswell, GSAF; K. Galliard,  Sun News, 9/21/2005",2005.0,Sep
Unprovoked,USA,South Carolina,Board involved activity,M,Y,Afternoon,"Post & Courier, 9/12/2005",2005.0,Sep
Unprovoked,AUSTRALIA,New South Wales,Beach activities,M,N,Evening,"Sydney Morning Herald, 9/9/2005",2005.0,Sep
Unprovoked,USA,North Carolina,Beach activities,F,N,Afternoon,"Clay Creswell, GSAF",2005.0,Sep
Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,N,Afternoon,"C.Jenkin, Courier-Mail, 9/5/2005",2005.0,Sep
Unprovoked,USA,Florida,Board involved activity,M,N,Morning,"S. Petersohn, GSAF",2005.0,Sep
Unprovoked,AUSTRALIA,South Australia,Diving activities,M,Y,Morning,"Adelaide Advertiser, 8/26/2005",2005.0,Aug
Unprovoked,USA,California,Board involved activity,M,N,Morning,"R. Collier, GSAF                ",2005.0,Aug
Invalid,USA,South Carolina,Board involved activity,M,,Afternoon,"Clay Creswell, GSAF",2005.0,Aug
Unprovoked,USA,South Carolina,Swimming related,M,N,Morning,"Clay Creswell, GSAF",2005.0,Aug
Unprovoked,USA,Texas,Beach activities,M,N,Evening,"Clay Creswell, GSAF; Houston Chronicle, 8/20/2005",2005.0,Aug
Unprovoked,USA,North Carolina,Board involved activity,M,N,Morning,"C. Creswell, GSAF",2005.0,Aug
Unprovoked,USA,South Carolina,Swimming related,M,N,Morning,"C. Creswell, GSAF",2005.0,Aug
Unprovoked,USA,Florida,Beach activities,F,N,Evening,"D. Salamone, GSAF",2005.0,Jul
Unprovoked,USA,Florida,Board involved activity,M,N,Morning,"D. Salamone, GSAF",2005.0,Jul
Invalid,USA,Florida,Board involved activity,M,,Morning,"D. Salamone, GSAF",2005.0,Jul
Provoked,CHINA,Shanghai,Diving activities,M,N,,"Shanghai Star, 7/21/2005",2005.0,Jul
Unprovoked,USA,North Carolina,Swimming related,M,N,Afternoon,"C. Creswell, GSAF",2005.0,Jul
Unprovoked,USA,Texas,"Other random, unclassifiable or silly activities",F,N,Afternoon,"C. Creswell, GSAF",2005.0,Jul
Unprovoked,USA,Florida,Beach activities,M,N,Morning,"E. Ritter, GSAF",2005.0,Jul
Unprovoked,USA,Florida,Fishing related,M,N,Morning,"E. Ritter, GSAF",2005.0,Jun
Unprovoked,USA,Florida,Swimming related,F,Y,Morning,"E. Ritter, GSAF",2005.0,Jun
Unprovoked,VANUATU,Malampa Province,Swimming related,F,Y,Afternoon,"R.D. Weeks, GSAF; New Zealand Herald, 6/23/2005",2005.0,Jun
Unprovoked,MEXICO ,Baja California,Board involved activity,M,N,Morning,http://www.signonsandiego.com/news/mexico/20050622-1621-mexico-sharkattack.html,2005.0,Jun
Invalid,USA,Hawaii,Swimming related,M,,Morning,www.mauinews.com,2005.0,Jun
Unprovoked,USA,Florida,Swimming related,M,N,Afternoon,Local6.com,2005.0,Jun
Unprovoked,SOUTH KOREA,South Ch'ungch'ong Province,Diving activities,F,N,,"Korea Times, 6/13/2005 ",2005.0,Jun
Unprovoked,USA,South Carolina,Board involved activity,F,N,Morning,"C. Creswell, GSAF;  N. Kenney, NewsChannel 19",2005.0,Jun
Invalid,USA,New Jersey,Board involved activity,M,,Morning,"Mr. Horton; R. Collier,  R. Fernicola; M. Levine, E. Ritter, GSAF ",2005.0,Jun
Unprovoked,SOUTH AFRICA,Western Cape Province,Fishing related,M,Y,Afternoon,News24.com; SABC; H. Steele,2005.0,Jun
Unprovoked,USA,Texas,Beach activities,M,N,Morning,KRIS6 News,2005.0,Jun
Unprovoked,USA,Florida,Swimming related,M,N,Afternoon,"Daytona Beach News Journal, 5/29/2005; Orlando Sentinel, 5/30/2005, p.B3",2005.0,May
Unprovoked,USA,Florida,"Other random, unclassifiable or silly activities",F,N,Evening,"D.Wilhoit, The Ledger, 5/29/ 2005",2005.0,May
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,Morning,"C. Prince, East London Daily Dispatch, 5/26/2005;  SABC News",2005.0,May
Unprovoked,AUSTRALIA,Queensland,Fishing related,M ,N,,"J. Anderson, Townsville Bulletin, 5/21/2005 ",2005.0,May
Boating,USA,Hawaii,"Other random, unclassifiable or silly activities",,N,Morning,Hawaii Department of Land and Natural Resources,2005.0,May
Sea Disaster,USA,South Carolina,"Other random, unclassifiable or silly activities",M,N,,"Gaffney Ledger, 5/2/2005",2005.0,May
Unprovoked,USA,Hawaii,Board involved activity,M,N,Morning,"T. Hurley, Honolulu Advertiser; L. Fujimoto, Maui News, 5/3/2005 ",2005.0,May
Provoked,AUSTRALIA,New South Wales,Fishing related,M,N,Nightime,"Brisbane Courier Mail, 4/26/2005",2005.0,Apr
Unprovoked,AUSTRALIA,Northern Territory,Fishing related,M,N,,"G. McLean, Northern Territory News; Sunday Territorian, 4/17/2005, p.6",2005.0,Apr
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Morning,The Sun; Illwarra Mercury; Yahoo News,2005.0,Apr
Unprovoked,USA,Florida,Beach activities,F,N,,Herald Tribune.com,2005.0,Apr
Unprovoked,USA,Texas,Board involved activity,M,N,Evening,"G. Ferrario; J. Mendoza, Cameron County Parks; The Herald (Brownsville),  4/11/2005",2005.0,Apr
Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,N,Morning,"ITN, 3/30/2005",2005.0,Mar
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,,"Sunday Age, 3/27/2005",2005.0,Mar
Unprovoked,VENEZUELA,,Board involved activity,M,N,Afternoon,"A. Brenneka, GSAF",2005.0,Mar
Unprovoked,AUSTRALIA,Western Australia,"Other random, unclassifiable or silly activities",M,Y,Afternoon,"T. Peake, GSAF",2005.0,Mar
Provoked,USA,New Mexico,Beach activities,M,N,Afternoon,"H. Casman; T. Dukart, KOBTV",2005.0,Mar
Provoked,NEW ZEALAND,North Island,Fishing related,M,N,Afternoon,"R.D. Weeks, GSAF",2005.0,Mar
Unprovoked,SOLOMON ISLANDS,Santa Isabel Province,Diving activities,M,N,,"Solomon Star, 3/9/2005",2005.0,Mar
Unprovoked,AUSTRALIA,Queensland,Swimming related,M,N,,Queensland Times,2005.0,Feb
Provoked,USA,Florida,Fishing related,M,N,,http://www.foldabikes.com/CurrentEvents/Story/Florida.html,2005.0,Feb
Unprovoked,USA,Hawaii,Board involved activity,M,N,Afternoon," R. Collier, GSAF;  T. Winters, Honolulu Advertiser, 2/17/2005 ",2005.0,Feb
Unprovoked,USA,Florida,Fishing related,M,N,,J. Herrera,2005.0,Feb
Unprovoked,BRAZIL,Bahia,Board involved activity,M,N,,"Orlando Sentinel, 2/5/2005, p.A6",2005.0,Feb
Unprovoked,CUBA,Santiago de Cuba Province,Swimming related,M,N,,Cuba News,2005.0,Jan
Provoked,AUSTRALIA,Victoria,Fishing related,M,N,,Herald Sun News,2005.0,Jan
Provoked,AUSTRALIA,Victoria,Consequence of handeling sharks,,N,Afternoon,Herald Sun News,2005.0,Jan
Boating,NEW ZEALAND,North Island,Fishing related,M,N,Afternoon,"R. Collier & R.D. Weeks, GSAF                ",2005.0,Jan
Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,Y,Afternoon,"P. Kemp & T. Peake, GSAF",2004.0,Dec
Unprovoked,AUSTRALIA,Queensland,Fishing related,M,Y,Afternoon,"Weekend Australian, 2/17/2005, et al.",2004.0,Dec
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,Evening,J. Eager,2004.0,Nov
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Beach activities,M,N,,J. Eager,2004.0,Nov
Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,F,Y,Morning,"J.P. Botha, GSAF",2004.0,Nov
Unprovoked,USA,California,Board involved activity,lli,N,Afternoon,"R. Collier, GSAF                ",2004.0,Nov
Unprovoked,VANUATU,Malampa Province,"Other random, unclassifiable or silly activities",M,N,Morning,"R. Harris, M.D., T. Peake, GSAF",2004.0,Nov
Unprovoked,CUBA,Camaguey Province,Diving activities,M,N,Afternoon,"E. Ritter, GSAF",2004.0,Oct
Unprovoked,SOUTH AFRICA,Western Cape Province,Consequence of handeling sharks,M,N,Morning,"J.P. Botha, GSAF",2004.0,Oct
Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,N,Afternoon,"The Border Mail, 10/23/2004",2004.0,Oct
Unprovoked,USA,California,Board involved activity,M,N,Morning,"R. Collier, GSAF",2004.0,Oct
Unprovoked,USA,Hawaii,Fishing related,M,N,Afternoon,"The Maui News, 10/10/2004 ",2004.0,Oct
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,N,Morning,"Sunday Argus, 10/10/2004; W. Steenkamp, Cape Times 10/9/2004",2004.0,Oct
Unprovoked,REUNION,Conservatória District,Board involved activity,M,N,Afternoon,Federation Francaise de Surf,2004.0,Oct
Unprovoked,USA,California,Board involved activity,M,N,Afternoon,"R. Collier, GSAF",2004.0,Oct
Unprovoked,USA,California,Board involved activity,M,N,Afternoon,"R. Collier, GSAF",2004.0,Oct
Boat,AUSTRALIA,Queensland,Fishing related,,N,Afternoon,"R. Collier, GSAF",2004.0,Sep
Unprovoked,USA,Oregon,Board involved activity,M,N,Morning,"S. Mead, R. Collier, J. Eager, B. Middleton",2004.0,Sep
Invalid,USA,Texas,Board involved activity,M,,Morning,M. Shields,2004.0,Sep
Unprovoked,USA,South Carolina ,"Other random, unclassifiable or silly activities",F,N,Afternoon,"C. Creswell, GSAF",2004.0,Sep
Unprovoked,USA,Florida,Beach activities,F,N,Afternoon,"T. Jerome, GSAF; Daytona Beach News Journal, 8/31/2004",2004.0,Aug
Unprovoked,BRAZIL,Pernambuco,Beach activities,M,N,Afternoon,"P. M. Lopes, GSAF, 8/22/2004",2004.0,Aug
Unprovoked,USA,California,Board involved activity,M,N,Afternoon,"R. Collier, GSAF",2004.0,Aug
Unprovoked,USA,California,Diving activities,M,Y,Afternoon,"R. Collier & L. Levine, GSAF",2004.0,Aug
Unprovoked,USA,Florida,Swimming related,M,N,Evening,"T. Jerome, GSAF",2004.0,Aug
Unprovoked,AUSTRALIA,New South Wales,Fishing related,M,N,Afternoon,"T. Peake, GSAF",2004.0,Aug
Unprovoked,USA,Florida,Board involved activity,F,N,Afternoon,"C. Creswell, GSAF",2004.0,Jul
Unprovoked,RUSSIA,Kuril Islands in the Pacific,Fishing related,M,N,,"M. Gozum & J. Eager, scubaradio.com",2004.0,Jul
Unprovoked,USA,North Carolina,Board involved activity,F,N,Afternoon,"C.Delneo, C. Creswell, M. Levine, R. Collier, GSAF",2004.0,Jul
Unprovoked,USA,North Carolina,Swimming related,F,N,Afternoon,"C. Creswell, GSAF",2004.0,Jul
Unprovoked,USA,Texas,Swimming related,F,N,Afternoon,KETK56 News,2004.0,Jul
Unprovoked,USA,Texas,Fishing related,M,N,Evening,KRISTV.com,2004.0,Jul
Unprovoked,JAPAN,Wakayama Prefecture,Board involved activity,M,N,,"Mainichi Shimbun, 7/17/2004 ",2004.0,Jul
Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,Y,Morning,"T. Peake, GSAF",2004.0,Jul
Unprovoked,EGYPT,Sinai Peninsula,"Other random, unclassifiable or silly activities",F,N,,"E. Ritter, GSAF; iwindsurf.co.uk",2004.0,Jul
Unprovoked,USA,Alabama,Beach activities,M,N,Afternoon,"C. Creswell, GSAF",2004.0,Jul
Unprovoked,USA,California,Board involved activity,M,N,Morning,R. Collier; GSAF,2004.0,Jun
