Type,Country,Area,Activity,Sex,Fatal (Y/N),Time,Investigator or Source,Year,Month
Unprovoked,SOUTH AFRICA,Western Cape Province,Surf-skiing,M,N,08h00,"Knysna-Plett Herald, 4/22/2016",2016,Apr
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,N,12h00,"Gold Coast Bulletin, 4/19/2016",2016,Apr
Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,M,Morning,"TNTV News, 4/19/2016",2016,Apr
Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,N,Morning,"Tahiti Infos, 4/19/2016",2016,Apr
Unprovoked,USA,Florida,Spearfishing,M,N,,"Palm Beach Post, 4/13/2016",2016,Apr
Unprovoked,NEW CALEDONIA,Grand Terre,Walking,F,Y,10h45,Les Nouvelles Caledonnie. 4/11/2016,2016,Apr
Unprovoked,USA,Hawaii,Snorkeling,F,N,11h00,"Maui Now, 3/31/2016",2016,Mar
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,19h00,"Daily Telegraph, 3/30/2016",2016,Mar
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,11h00,"B. Myatt, GSAF",2016,Mar
Unprovoked,USA,Florida,Body surfing,M,N,13h30,"WCBV-5, 3/31/206",2016,Mar
Unprovoked,Fiji,Vanua Levu,Diving for beche-de-mer,M,Y,Afternoon,"Fiji Sun, 3/12/2016",2016,Mar
Unprovoked,USA,Florida,,M,N,Afternoon,WPTV. 3/4/2016,2016,Mar
Unprovoked,AUSTRALIA,South Australia,Fishing,M,N,Midnight,"9 News, 3/1/2016",2016,Mar
Unprovoked,BRAZIL,Santa Catarina State,Swimming,M,N,,"Misones Online, 3/4/2016",2016,Mar
Unprovoked,NEW CALEDONIA,South Province,Kite surfing,M,N,19h00,"Les Nouvelles Calédoniennes, 2/23/2016",2016,Feb
Unprovoked,NEW CALEDONIA,South Province,Spearfishing,M,N,16h00,"Les Nouvelles Calédoniennes, 2/19/2016",2016,Feb
Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Wading,F,N,15h00,S. Harris,2016,Feb
Invalid,AUSTRALIA,Tasmania,Surfing,M,,12h30,"C. Black, GSAF",2016,Feb
Unprovoked,AUSTRALIA,Queensland,Walking,F,N,13h20,"Courier Mail, 2/5/2016",2016,Feb
Unprovoked,AUSTRALIA,New South Wales,Windsurfing,M,N,Late afternoon,"B. Myatt, GSAF",2016,Feb
Unprovoked,BRAZIL,Balneário Camboriú,Swimming,M,N,,"Globo, 2/3/2016",2016,Feb
Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,M,N,,"Nine News, 2/1/2016",2016,Jan
Unprovoked,USA,Hawaii,Surfing,M,N,14h00,KHON2. 1/28/2016,2016,Jan
Unprovoked,USA,Hawaii,Surfing,F,N,11h30,"The Garden Island, 2/2/2016",2016,Jan
Unprovoked,USA,Texas,Spearfishing,M,N,09h30 / 10h00,K. Love,2016,Jan
Boating,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing,M,N,,"Gulf News, 1/25/2016",2016,Jan
Unprovoked,USA,Hawaii,Paddle boarding,M,N,Morning,"Grand Forks Herald, 1/27/2915",2016,Jan
Unprovoked,AUSTRALIA,Queensland,Surfing,M,N,,"ABC Sunshine Coast, 1/11/2016",2016,Jan
Unprovoked,AUSTRALIA,Queensland,Wading,M,N,Afternoon,"Nine News, 1/5/2016",2016,Jan
Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,N,11h30,"Courier Mail, 1/2/2016",2016,Jan
Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak Fishing,M,N,Morning,"Traveller24, 12/26/2015",2015,Dec
Unprovoked,SPAIN,Grand Canary Island,Swimming,F,N,,"Diaro de Visos, 12/26/2015",2015,Dec
Unprovoked,USA,Hawaii,Paddle boarding,M,N,Morning,"West Hawaii Today, 12/23/2015",2015,Dec
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,07h00,"The Telegraph, 12/22/;2015",2015,Dec
Unprovoked,BRAZIL,Pernambuco,Scuba diving,M,N,,"Fox News, 12/22/2015",2015,Dec
Boating,AUSTRALIA,New South Wales,Fishing,,N,10h30,"Courier Mail, 12/15/2015",2015,Dec
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / Wading,F,N,Morning,"The Bulletin, 12/17/2015",2015,Dec
Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,M,N,10h15,G. Hurley,2015,Nov
Unprovoked,USA,Florida,Surfing,M,N,Afternoon,WFTV. 11/17/2015,2015,Nov
Unprovoked,USA,Florida,Swimming,F,N,11h00,"Palm Beach Post, 11/16/2015",2015,Nov
Unprovoked,USA,Florida,Surfing,M,N,,"5WPTV, 11/15/2015",2015,Nov
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,18h15,"The Sydney Morning Herald, 11/11/2015",2015,Nov
Invalid,USA,Florida,Surfing,F,,11h00,"Fox25Orlando, 11/7/2015",2015,Nov
Unprovoked,USA,Hawaii,Swimming,M,N,11h00,"Hawaii News Now, 11/4/2015",2015,Nov
Unprovoked,USA,Florida,Wading,F,N,14h00,"USA Today, 11/1/2015",2015,Nov
Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,M,N,04h00,"Coastweek, 12/3/2015",2015,Nov
Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,N,,"Perth Now, 10/30/2015",2015,Oct
Unprovoked,USA,Hawaii,Body boarding,M,N,14h50,"Star Advertiser, 10/28/2015",2015,Oct
Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,15h00,"News 24, 10/26/2015",2015,Oct
Unprovoked,USA,Florida,Surfing,M,N,14h30,"ClickOrlando.com, 10/21/2015",2015,Oct
Unprovoked,USA,Florida,Surfing,M,N,13h50,"NBC6.com, 10/19/2015",2015,Oct
Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing for shrimp,F,Y,,Xinhua News Agency,2015,Oct
Invalid,USA,Hawaii,Surfing,M,,19h20,"KHON2, 10/17/2015",2015,Oct
Unprovoked,USA,Hawaii,Swimming,M,N,11h30,"KHON2, 10/17/2015",2015,Oct
Boating,USA,California,Kayak Fishing,M,N,11h00,"The Tribune, 10/28/2015",2015,Oct
Unprovoked,USA,South Carolina,Boogie boarding,F,N,16h20,"C. Creswell, GSAF",2015,Oct
Unprovoked,USA,Hawaii,Surfing,M,N,10h25,"Hawaii News Now, 10/9/2015",2015,Oct
Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,M,N,,Club of Mozambique,2015,Oct
Unprovoked,AUSTRALIA,Western Australia,Surfing,M,N,16h50,"Daily Mail, 10/7/2015",2015,Oct
Unprovoked,USA,Florida,Body boarding,M,N,13h00,"WPBF.com, 10/6/2015",2015,Oct
Unprovoked,USA,Texas,Wading,M,N,10h00,"Houston Chronicle, 10/5/2015",2015,Oct
Unprovoked,USA,Florida,Surfing,M,N,08h30,"CNN, 10/4/2015",2015,Oct
Unprovoked,USA,Florida,Surfing,M,N,16h20,"First Coast News, 9/30/2015",2015,Sep
Unprovoked,AUSTRALIA,Queensland,Snorkeling,F,N,Afternoon,"The Cairns Post, 9/28/2015",2015,Sep
Boating,USA,California,Kayak fishing,M,N,10h45-11h15,R. Collier,2015,Sep
Unprovoked,USA,Florida,Surfing,M,N,16h45,"Orlando Sentinel, 9/20/2015",2015,Sep
Unprovoked,USA,Hawaii,Spearfishing,M,N,15h52,"Big Island Video, 9/20/2015",2015,Sep
Unprovoked,USA,Florida,Wading,M,N,12h30,"News4Jax, 9/21/2015",2015,Sep
Unprovoked,USA,Florida,Photographing fish,M,N,07h30,"News4JAX, 9/21/2015",2015,Sep
Boating,USA,California,Kayak Fishing,M,N,,"NBC News, 9/22/2015",2015,Sep
Unprovoked,USA,Florida,Swimming,M,N,19h00,"Action News Jax, 9/23/2015",2015,Sep
Unprovoked,USA,Florida,Surfing,M,N,15h00,"News4JAX, 9/15/2015",2015,Sep
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,06h15,"ABC News, 9/8/2015",2015,Sep
Unprovoked,USA,California,Stand-Up Paddleboarding,F,N,17h30,"R. Collier, GSAF",2015,Sep
Provoked,USA,California,Kayak Fishing,M,N,14h40,"R. Collier, GSAF",2015,Sep
Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,M,N,11h30,"The Sydney Morning Herald, 9/4/2015",2015,Sep
Unprovoked,USA,South Carolina,,M,N,16h00,"C. Creswell, GSAF",2015,Sep
Unprovoked,THAILAND,Phuket,Wading,F,N,08h30,"Phuket Gazette, 9/1/2015",2015,Sep
Unprovoked,USA,California,Surfing,F,N,10h25,"R. Collier, GSAF",2015,Aug
Unprovoked,USA,California,Surfing,M,N,10h00,"R. Collier, GSAF",2015,Aug
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,17h10,"Daily Telegraph, 8/22/2015",2015,Aug
Unprovoked,USA,South Carolina,Surfing,M,N,12h30,"C. Creswell, GSAF",2015,Aug
Unprovoked,USA,Florida,Walking,F,N,15h30,"ABC News, 8/21/2015",2015,Aug
Boating,USA,California,Kayak Fishing,M,N,07h30,"R. Collier, GSAF",2015,Aug
Invalid,SPAIN,Alicante,Swimming,M,,11h00,"The Local, 8/18/2015",2015,Aug
Provoked,USA,California,Spearfishing,M,N,08h00,"NBC San Diego, 8/13/2015",2015,Aug
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,06h00,"Daily Telegraph, 7/31/2015",2015,Jul
Unprovoked,COSTA RICA,Guanacaste,Surfing,M,N,,YouTube,2015,Jul
Unprovoked,USA,Florida,Surfing,M,N,19h00,CBS 7/27/2015,2015,Jul
Invalid,USA,South Carolina,Floating,F,,10h10,"C. Creswell, GSAF, ABC 11, 7/27/2015",2015,Jul
Unprovoked,AUSTRALIA,Tasmania,Scallop diving on hookah,M,Y,10h00,"C. Black, GSAF",2015,Jul
Provoked,USA,California,Kayak Fishing,M,N,,"NBC San Diego, 7/27/2015",2015,Jul
Unprovoked,AUSTRALIA,Victoria,Surfing,M,N,,"ABC News, 7/27/2015",2015,Jul
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,,"BBC, 7/20/2015",2015,Jul
Unprovoked,USA,California,Surfing,M,N,08h45,"KTLA, 7/10/2015",2015,Jul
Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,F,N,,"ABC action News, 7/7/2015",2015,Jul
Unprovoked,USA,North Carolina,,M,N,Evening,"C. Creswell, GSAF",2015,Jul
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,09h00,"Northern Star, 7/3/2015",2015,Jul
Unprovoked,AUSTRALIA,New South Wales,Body boarding ,M,N,09h00,"Northern Star, 7/2/2015",2015,Jul
Unprovoked,USA,North Carolina,Swimming,M,N,12h10,"C. Creswell, GSAF",2015,Jul
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,,"The Telegraph, 7/8/2015",2015,Jun
Unprovoked,USA,South Carolina,Playing in the water,M,N,18h05,"C. Creswell, GSAF",2015,Jun
Unprovoked,USA,North Carolina,Swimming,M,N,16h00,"C. Creswell, WRAL, 6/27/2015",2015,Jun
Unprovoked,SOUTH AFRICA,Western Cape Province,Body Boarding,M,N,14h40,"NSRI, 6/27/205",2015,Jun
Invalid,USA,Florida,Swimming,F,,19h30,"Action News Jax, 6/26/2015",2015,Jun
Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,16h00,Zig Zag Surfing Magazine,2015,Jun
Unprovoked,USA,South Carolina,Standing,M,N,11h00,"C. Creswell, GSAF; WCNC, 6/26/2015",2015,Jun
Provoked,AUSTRALIA,Western Australia,Swimming,M,N,,"West Australian Police, 6/25/2015",2015,Jun
Unprovoked,USA,North Carolina,Body surfing?,M,N,11h41,"C. Creswell, GSAF",2015,Jun
Unprovoked,USA,North Carolina,Swimming,M,N,12h25,"C. Creswell, GSAF",2015,Jun
Invalid,AUSTRALIA,Western Australia,Surfing,F,N,09h30,"L. Kumpe, R. Mcauley",2015,Jun
Unprovoked,USA,South Carolina,Standing,M,N,,"C. Creswell, GSAF; R. Lurye, Island Packet",2015,Jun
Unprovoked,PUERTO RICO,,Spearfishing,M,N,Morning,"Yahoo News, 6/19/2015",2015,Jun
Unprovoked,USA,Florida,Swimming,M,N,13h00,"WTXL TV, 6/17/2015",2015,Jun
Unprovoked,USA,North Carolina,Wading,M,N,17h51,"C. Creswell, GSAF",2015,Jun
Unprovoked,USA,North Carolina,Wading,F,N,16h12,"C. Creswell, GSAF",2015,Jun
Unprovoked,USA,North Carolina,Boogie boarding,F,N,12h45,"C. Creswell, GSAF",2015,Jun
Unprovoked,USA,Florida,Playing,M,N,10h50,"Florida Today, 6/7/2015",2015,Jun
Unprovoked,USA,Florida,Attempting to rescue a shark,F,N,,"7 News, 6/5/2015",2015,Jun
Unprovoked,REUNION,Le Port,Surfing,M,N,15h00,"Clincanoo, 6/1/2015",2015,Jun
Unprovoked,USA,Florida,Standing,F,N,15h00,"Orlando Sentinel, 5/29/2015",2015,May
Unprovoked,USA,Florida,Wading,F,N,13h45,"ClickOrlando, 5/29/2015",2015,May
Unprovoked,FRENCH POLYNESIA,Rangiroa,Spearfishing,M,N,08h00,Polynésie 1ère. 5/262015,2015,May
Unprovoked,USA,Florida,Swimming,F,N,,"WFTV,  5/27/2015",2015,May
Unprovoked,USA,Florida,Surfing,M,N,10h30,"WFTV, 5/20/2015",2015,
Unprovoked,USA,South Carolina,,M,N,14h15,"News 2, 5/15/2015",2015,May
Unprovoked,USA,Florida,Swimming,M,N,15h00,"KnightNews.com, 5/9/2015",2015,May
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,15h00,"ABC, 5/3/2015",2015,May
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Diving,M,N,13h00,"DispatchLive, 5/4/2015",2015,May
Unprovoked,USA,Hawaii,Snorkeling,F,Y,09h00,"Star Advertiser, 4/30/2015",2015,Apr
Unprovoked,USA,Florida,Wading,M,N,16h30,"ABC-7, 4/27/2015",2015,Apr
Unprovoked,AUSTRALIA,South Australia,Surfing,M,N,09h45,"The Advertiser, 4/25/2015",2015,Apr
Unprovoked,AUSTRALIA,New South Wales,Surf skiing ,M,N,11h00,"Echo Daily, 6/25/2015",2015,Jun
Unprovoked,USA,Florida,Photographing the shark,M,N,,"Miami Herald, 4/25/2015",2015,Apr
Unprovoked,REUNION,Saint-Gilles-les-Bains,Surfing,M,Y,09h00,"Le Huffington Post, 4/15/2015",2015,Apr
Unprovoked,AUSTRALIA,New South Wales,Paddle boarding,M,N,07h30,"Surf Life Saving, 4/11/2015",2015,Apr
Unprovoked,USA,Florida,Spearfishing,M,N,Afternoon,"ABC Action News, 4/6/2015",2015,Apr
Invalid,BRAZIL,Pernambuco,Surfing,M,,11h00,"Globo, 3/31/2015",2015,Mar
Boating,SOUTH AFRICA,Eastern Cape Province,Kayak Fishing,M,N,,"Times Live, 4/1/2015",2015,Mar
Unprovoked,USA,Hawaii,Standing / Snorkeling,M,N,11h45,"KMBC, 3/19/2015",2015,Mar
Unprovoked,FRENCH POLYNESIA,Bora Bora,Hand feeding sharks,M,N,10h00,"Radio1, 3/16/2015",2015,Mar
Boating,AUSTRALIA,New South Wales,Fishing,M,N,Morning,"Northern Star, 3/13/2015",2015,Mar
Provoked,MEXICO,Sinaloa,Fishing,M,N,10h20,"Noreste, 3/10/2015",2015,Mar
Unprovoked,FRENCH POLYNESIA,Central Tuamotu,Sitting in the water,M,N,,"Radio1, 3/9/2015",2015,Mar
Unprovoked,REUNION,dÉtang-Salé,Swimming,F,Y,18h30,"L'Yonne Républicaine, 2/14/2015",2015,Feb
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Y,10h00,"The Telegraph, 2/9/2015",2015,Feb
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,06h45,"The Telegraph, 2/8/2015",2015,Feb
Unprovoked,AUSTRALIA,New South Wales,Bodysurfing,M,N,,"The Telegraph, 1/6/2015",2015,Feb
Boating,AUSTRALIA,Queensland,Rowing,M,N,05h00,"Gold Coast Bulletin, 1/31/2015",2015,Jan
Provoked,USA,Hawaii,Shark fishing,M,N,03h30,"Huffington Post, 1/28/2015",2015,Jan
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,,"Northern Star, 1/26/2015",2015,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Floating,M,N,Afternoon,"Daily Dispatch, 1/31/2015",2015,Jan
Boating,USA,Florida,Fishing,M,N,,"The Panhandle, 1/20/2015",2015,Jan
Boating,AUSTRALIA,New South Wales,Fishing,M,N,13h45,"The Sydney Morning Herald, 1/18/2015",2015,Jan
Unprovoked,AUSTRALIA,New South Wales,Filming,M,N,,"Milton-Ulladulla Times, 1/16/2015",2015,Jan
Invalid,USA,Florida,Swimming after falling overboard,M,,Night,"UPI, 1/12/2015",2015,Jan
Unprovoked,BAHAMAS,Abaco Islands,Snorkeling,F,N,16h00,"Britt Martin; Local10, 1/7/2015",2015,Jan
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,N,08h00,"Dispatch Online, 1/7/2015",2015,Jan
Unprovoked,USA,Florida,,M,N,Afternoon,"WPTV-West Palm Beach, 1/2/2015",2015,Jan
Unprovoked,AUSTRALIA,New South Wales,Surfing,,N,Morning,"South Coast Register, 12/29/2014",2014,Dec
Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,Y,Morning,"The West Australian, 12/29/2014",2014,Dec
Unprovoked,USA,California,Surfing,M,N,11h30,"R. Collier, GSAF",2014,Dec
Provoked,AUSTRALIA,Victoria,Fishing,M,N,Morning,"ABC.net.au, 12/28/2014",2014,Dec
Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,Y,11h30,"Herald Sun, 12/15/2014",2014,Dec
Provoked,SPAIN,Granada,Fishing for blue sharks,M,N,07h00,"ABCandalucia, 12/3/2014",2014,Dec
Unprovoked,AUSTRALIA,Western Australia,Surfing,M,N,Sometime between 06h00 & 08hoo,"The Sydney Morning Herald, 11/29/2014",2014,Nov
Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Fishing,M,Y,,A. R. Ramjatan ,2014,Nov
Boating,AUSTRALIA,Western Australia,Fishing,M,N,,"The West Australian, 11/20/2014",2014,Nov
Unprovoked,USA,Florida,Surfing,M,N,13h00,"USA Today, 11/16/2014",2014,Nov
Unprovoked,USA,Hawaii,Snorkeling,M,N,13h30,"G. Kubota, Star Advertiser, 11/13/2014",2014,Nov
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,06h30,"Norhern Rivers Echo, 11/10/2014",2014,Nov
Unprovoked,USA,Florida,Surfing,M,N,16h30,WPTV.com,2014,Nov
Unprovoked,USA,Hawaii,Surfing,F,N,11h00,"L. Kubota, Hawaii News Now, 10/31/2014",2014,Oct
Provoked,AUSTRALIA,New South Wales,Surfing,M,N,18h00,"The Sydney Morning Herald, 10/30/2014",2014,Oct
Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,F,N,10h00,"Hawaii News Now, 10/22/2014",2014,Oct
Unprovoked,USA,Hawaii,Stand-Up Paddleboarding,M,N,08h00,"The Maui News, 10/21/2014",2014,Oct
Boating,USA,California,Canoeing,F,N,,"R. Collier, GSAF",2014,Oct
Unprovoked,USA,Hawaii,Surfing,M,N,11h15,"Star Advertiser, 10/18/2014",2014,Oct
Unprovoked,AUSTRALIA,New South Wales,Surfing,F,N,06h30,"Sydney Morning Herald, 10/17/2014",2014,Oct
Unprovoked,USA,South Carolina,Standing in inner tube,F,N,,"TheIndyChannel, 10/16,2014",2014,Oct
Unprovoked,USA,Florida,Body surfing or Boogie boarding,F,N,15h30,"Florida Today, 10/13/2014",2014,Oct
Boating,AUSTRALIA,Western Australia,Kayaking,M,N,17h20,"Perth Now, 10/11/2014",2014,Oct
Unprovoked,USA,Florida,Surfing,M,N,11h30,"WESH2, 10/6/2014",2014,Oct
Unprovoked,USA,Florida,Fishing,F,N,Afternoon,"Click Orlando, 10/7/2014",2014,Oct
Unprovoked,USA,Florida,Surfing,M,N,11h00,"WESH2, 10/6/2014",2014,Oct
Boating,USA,California,Kayaking,M,N,14h00,"R. Collier, GSAF",2014,Oct
Boating,USA,California,Kayaking ,M,N,11h30,"R. Collier, GSAF",2014,Oct
Unprovoked,USA,California,Surfing,M,N,17h30,"R. Collier, GSAF",2014,Oct
Unprovoked,AUSTRALIA,Western Australia,Surfing,M,N,11h00,"9News, 2/15/2015",2014,Oct
Unprovoked,USA,Florida,Surfing,M,N,11h30,"NBC2 News, 9/21/2014",2014,Sep
Unprovoked,FRENCH POLYNESIA,Moorea,Feeding fish,F,N,,"LeDepeche, 9/12/2014",2014,Sep
Invalid,USA,California,Surfing,M,,18h45,"R. Collier, GSAF",2014,Sep
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,Y,10h45,"BBC, 9/9/2014",2014,Sep
Unprovoked,USA,Alabama,Fishing ,M,N,13h00,"Fox10TV.com, 9/7/2014",2014,Sep
Boating,USA,Massachusetts,Kayaking ,F,N,18h00,"Boston Globe, 9/4/2014",2014,Sep
Provoked,USA,Florida,Fishing,M,N,20h00,"WPBF.com, 9/2/2014",2014,Sep
Unprovoked,SPAIN,Catalonia,Playing with an air mattress,M,N,,"A. Brenneka, Shark Attack Survivors",2014,Sep
Unprovoked,USA,Florida,Body surfing,F,N,16h40,"Sun Sentinel, 8/31/2014",2014,Aug
Unprovoked,USA,Florida,Surfing,M,N,,"Click Orlando, 9/12/2014",2014,Aug
Provoked,USA,Maryland,Fishing,M,N,,"Delmarva Now, 8/29/2014",2014,Aug
Unprovoked,SPAIN,Alicante,Swimming,F,N,,"Diario Informacion, 8/29/2014",2014,Aug
Unprovoked,USA,North Carolina,Surfing,M,N,,"C. Creswell, GSAF",2014,Aug
Unprovoked,USA,South Carolina,Standing,F,N,15h00,"C. Creswell, GSAF",2014,Aug
Provoked,USA,Florida,Fishing for sharks,M,N,,"Nooga.com, 8/25/2014",2014,Aug
Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,N,,"Herald Sun, 8/21/2014",2014,Aug
Unprovoked,USA,Florida,Standing,M,N,11h10,"K. Hayes / Brewton Standard, 8/19/2014",2014,Aug
Unprovoked,USA,Florida,Swimming,F,N,13h30,"Florida Today, 8/9/2014",2014,Aug
Unprovoked,USA,Louisiana,Swimming,M,N,Afternoon,"The Times-Picayune, 8/9/2014",2014,Aug
Unprovoked,USA,South Carolina,Boogie boarding,M,N,14h00,"C. Creswell, GSAF;        WCSC. 8/6/2014",2014,Aug
Unprovoked,USA,Florida,Swimming,F,N,,"Inquisitr, 8/7/2014",2014,Aug
Unprovoked,USA,Florida,Surfing,M,N,,"Florida Today, 8/8/2014",2014,Aug
Unprovoked,USA,Florida,Boogie boarding,M,N,13h00,"Florida Today, 8/2/2014",2014,Aug
Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,N,14h00,"NSRI, 8/1/2014",2014,Aug
Unprovoked,USA,North Carolina,Swimming,M,N,,"C. Creswell, GSAF",2014,Jul
Unprovoked,REUNION,Saint-Leu,Surfing,M,N,15h00,"BFM-tv, 7/22/2014",2014,Jul
Unprovoked,USA,Florida,Standing,M,N,Early afternoon,"ClickOrlando, 7/22/2014",2014,Jul
Unprovoked,USA,Hawaii,Swimming,M,N,17h50,"Maui Now, 7/16/2014",2014,Jul
Unprovoked,USA,Florida,Swimming,M,N,14h30,"W. Victora, Daily News, 7/15/2014",2014,Jul
Invalid,BAHAMAS,West End,Shark diving,M,,Night,"Outside, 7/14/2014",2014,Jul
Unprovoked,USA,North Carolina,Body surfing,M,N,,"C. Creswell, GSAF",2014,Jul
Unprovoked,USA,Florida,Surfing,M,N,14h00,"WESH.com, 7/9/2014",2014,Jul
Provoked,USA,California,Swimming,M,N,09h30,"R. Collier, GSAF /                   M Michaelson, SRI ",2014,Jul
Unprovoked,USA,California,Surfing,M,N,07h00 - 08h00,"R. Collier, GSAF",2014,Jul
Unprovoked,USA,South Carolina,Body surfing,M,N,18h15-18h30,"C. Creswell, GSAF Live5News, 7/3/2014",2014,Jul
Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,N,13h00,"A. Brenneka, Shark Attack Survivors, M. Adams",2014,Jun
Unprovoked,AUSTRALIA,South Australia,Surfing,M,N,17h01,"The Times, 6/19/2014",2014,Jun
Unprovoked,AUSTRALIA,South Australia,Body boarding,M,N,17h00,"The Advertiser, 6/19/2014",2014,Jun
Provoked,AUSTRALIA,Western Australia,Petting a shark,M,N,,"Meribula News, 6/17/2014",2014,Jun
Unprovoked,USA,Delaware,Standing,M,N,17h00,"News Journal (Wilmington, Del), 6/11/2014",2014,Jun
Unprovoked,AUSTRALIA,South Australia,Body boarding,M,N,09h45,"The Australian, 6/9/2014",2014,Jun
Unprovoked,JAPAN,Atsumi peninsula,Surfing,M,N,Afternoon,"Sky News, 6/10/2013",2014,Jun
Unprovoked,USA,Texas,Kneeling in the water,F,N,Afternoon,"Inquisitr.com, 6/9/2014",2014,Jun
Unprovoked,USA,Florida,Swimming,F,N,13h30,"Local10.com, 6/1/2014",2014,Jun
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,N,Morning,"Newcastle Herald, 6/3/2014",2014,Jun
Unprovoked,USA,Palmyra Atoll,Tagging sharks,F,N,,U.S. Coast Guard,2014,Jun
Unprovoked,AUSTRALIA,Queensland,Fell into the water,F,N,,"Gold Coast Bulletin, 4/27/2014",2014,May
Unprovoked,FRANCE,Wallis and Futuna,Scuba diving,M,N,Morning,Facebook.com,2014,May
Provoked,AUSTRALIA,New South Wales,Teasing a shark,M,N,,"Newcastle Herald, 5/22/2014",2014,May
Unprovoked,USA,Florida,Body boarding,F,N,11h30,"M. Michaelson, Shark Research Institute",2014,May
Unprovoked,AUSTRALIA,South Australia,Surfing,M,N,09h30,"N. Davies, The Advertiser, 5/114/2014",2014,May
Unprovoked,USA,Florida,Wading,F,N,11h00,"M. Michaelson, Shark Research Institute",2014,
Unprovoked,USA,Georgia,Surfing,M,N,,"Savannah Morning News, 5/12/2014",2014,May
Unprovoked,USA,South Carolina,Swimming,F,N,15h00,"The Island Packet, 5/7/2014",2014,May
Unprovoked,USA,Florida,Surfing,M,N,15h00,"Wesh.com, 5/2/2014",2014,May
Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,N,,"9 News, 4/24/2014",2014,Apr
Unprovoked,USA,Florida,Swimming,M ,N,15h30,"R. Neale, Florida Today, 4/22/2014",2014,Apr
Unprovoked,USA,Florida,Wading,M,N,09h57,"Daytona Beach News-Journal, 4/15/2014",2014,Apr
Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,N,Morning,"The Citizen, 4/12/2014",2014,Apr
Unprovoked,USA,Florida,Surfing,M,N,13h50,"News 13, 4/4/2014",2014,Apr
Unprovoked,USA,Florida,Surfing,M,N,13h30,"News 13, 4/4/2014",2014,Apr
Unprovoked,AUSTRALIA,New South Wales,Swimming,F,Y,08h20,"B. Myatt, GSAF",2014,Apr
Invalid,AUSTRALIA,Western Australia,Diving for lobsters,M,,13h30,"The West Australian, 4/2/2014",2014,Mar
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,Y,15h00,"Austrian Independent, 3/24/2014",2014,Mar
Unprovoked,USA,Florida,Kite Surfing,M,N,,"TC Palm, 3/23/2014",2014,Mar
Unprovoked,USA,Florida,Surfing,M,N,,"E. Guy, WPBF, 3/26/2014",2014,Mar
Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,Kite Surfing,M,N,17h58,"A. Brenneka, Shark Attack Surviors",2014,Mar
Unprovoked,AUSTRALIA,Victoria,Surfing,M,N,Morning,"New7 Melbourne, 3/19/2014",2014,Mar
