Year,Type,Country,Area,Activity,Sex,Time,Investigator or Source,Month,Fatal
1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Afternoon,"M. Levine, GSAF",Jan ,Y
1944,Boating,AUSTRALIA,Western Australia,Fishing related,M,,"Canberra Times, 1/17/1944",Jan ,N
1944,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Afternoon,"G.P. Whitley (1951), p.193, cites Daily Mirror (Sydney) 1/18/1944; V.M. Coppleson (1958), p.84",Jan ,N
1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Afternoon,"M. Selby, M. Levine, GSAF ",Jan ,Y
1944,Sea Disaster,ITALY,Adriatic Sea,B-24 aircraft crashed  into the sea,M,,GSAF,,Y
1944,Unprovoked,NEW GUINEA,Pacific Ocean,Board involved activity,M,,GSAF,,Y
1943,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Morning,"R. Kahn, M. Levine, GSAF; Natal Mercury 1/21/1944",Dec ,Y
1943,Sea Disaster,USA,South Carolina,The Cuban freighter Libertad was torpedoed and sunk by the German submarine U-129,M,,"Troy Record, 12/13/1943; J. Rohwer, p.175",Dec ,Y
1943,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,M,,"M. Levine, GSAF",Nov ,N
1943,Sea Disaster,PACIFIC OCEAN,Near the Fiji Islands,The 6711-ton American freighter & troop transport Cape San Juan was torpedoed by the Japanese submarine I-21,M,,"M. McDiarmid, p.67",Nov ,Y
1943,Unprovoked,PANAMA,Gulf of Panama,Board involved activity,M,Afternoon,Captain B. H. Kean,Sep ,Y
1943,Sea Disaster,ITALY,40 miles south of Naples ,Swimming related,M,,New York Times  8/9/1943,Aug ,N
1943,Sea Disaster,USA,Florida,Treading water after survivng crash of the US Navy airship K-74 that was hit by the German submarine U-134,M,,Wikipedia,Jul ,Y
1943,Invalid,MEXICO,Veracruz,Swimming related,M,Morning,C.G. Robles; SAF Case #1327 ,Jul ,
1943,Boating,AUSTRALIA,Tasmania,Fishing related,M,,"C. Black, GSAF",Jun ,N
1943,Sea Disaster,AUSTRALIA,Queensland,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,M,Nightime,"The Age, 5/19/1953",May ,Y
1943,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Morning,"M. Levine, GSAF",Mar ,Y
1943,Sea Disaster,PACIFIC OCEAN,Northwest of Papua New Guinea,Consequence of a shipwreck,M,,Naval Historical Center,Jan ,Y
1943,Unprovoked,USA,Hawaii,Fishing related,M,,W. M. Chapman,,N
1943,Unprovoked,USA,Hawaii,Fishing related,M,,W. M. Chapman,,N
1942,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,F,Morning,"G.P. Whitley (1951), p. 193; V.M. Coppleson (1958), p.70; A. Sharpe, pp.72-73; A. MacCormick, pp.34-35",Dec ,Y
1942,Sea Disaster,SOUTH AFRICA,KwaZulu-Natal,Consequence of a shipwreck,M,Morning,"L. de Lease; M. Levine, GSAF",Nov ,Y
1942,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,,"M. Levine,GSAF ",Nov ,N
1942,Sea Disaster,SOLOMON ISLANDS / VANUATU,,Consequence of a shipwreck,M,Morning,US Navy Military History,Nov ,Y
1942,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming related,M,Afternoon,"Natal Daily News, 11/28/1942, M. Levine, GSAF; T. Wallett, p.42  ",Nov ,Y
1942,Provoked,PACIFIC OCEAN,Between Hawaii and U.S.A.,Consequence of a shipwreck,M,,"V.M. Coppleson (1962), p.257",Nov ,N
1942,Sea Disaster,SOLOMON ISLANDS,Makora-Ulawa Province,"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",M,,"W. L. Jones, M.D.; Saturday Evening Post; V.M. Coppleson (1958),  p.199",Oct ,N
1942,Unprovoked,AUSTRALIA,Queensland,Treading water,M,Afternoon,"A Wearne, J. Green, pp.44-50; G.P. Whitley (1951), p. 193, cites Sydney Morning Herald, 8/11/1943;  V.M. Coppleson (1958), pp.87 & 238",Sep ,N
1942,Provoked,ITALY,Liguria,Sculling,M,,"C. Moore, GSAF",Jul ,N
1942,Unprovoked,USA,Midway Atoll,"Plane crashed in water, men in life raft",M,,"Evening Standard, 7/16/1942",Jun ,N
1942,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"V.M. Coppleson (1958), p.245",May ,N
1942,Sea Disaster,CUBA,Guantanamo Province,Esso Bolivar was torpedoed & shelled by the German submarine U-126,M,Morning,"Baltimore Evening Sun, 4/13/1942",Mar ,Y
1942,Unprovoked,AUSTRALIA,New South Wales,Swimming related,F,Afternoon,"V.M. Coppleson (1958), p.70; A. Sharpe, p.72; A. MacCormick, pp.34-35",Jan ,Y
1942,Provoked,AUSTRALIA,New South Wales,Board involved activity,M,,"V.M. Coppleson (1958), p.41",Jan ,N
1942,Sea Disaster,INDONESIA,East Java,Consequence of handeling sharks,M,,G. Duncan,,Y
1942,Boating,AUSTRALIA,Tasmania,Fishing related,M,,"C. Black, GSAF",,N
1942,Unprovoked,PHILIPPINES,Camiguin Island,Swimming related,M,,V. Obedencio,,Y
1942,Unprovoked,BAHAMAS,Cay Sal Bank,Swimming related,M,Afternoon,H.J. Mann,,N
1942,Sea Disaster,MID-PACIFC OCEAN,(Southwestern Pacific),"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat ",M,,"V.M. Coppleson (1962), p.258",,N
1942,Unprovoked,PANAMA,Panama City,Swimming related,M,,V.M. Coppleson (1958),,Y
1941,Unprovoked,AUSTRALIA,Western Australia,Swimming related,M,Nightime,"The West Australian, 12/11/1941",Dec ,N
1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,M,,"Canberra Times, 12/3/1941",Nov ,N
1941,Sea Disaster,SOUTH ATLANTIC OCEAN,Off Libya,HMAS Parramatta torpedoed & sunk by the U-559,M,,"Canberra Times, 12/3/1941",Nov ,N
1941,Sea Disaster,AUSTRALIA,Western Australia,German raider Kormoran was sunk in an engagement with HMAS Sydney,M,,"Canberra Times, 12/4/1941",Nov ,N
1941,Unprovoked,CARIBBEAN SEA,,SS Ethel Skakel foundered in Central America Hurricane of 1941,M,Nightime,Washington Post. 10/2/1941,Sep ,Y
1941,Unprovoked,USA,South Carolina,Swimming related,M,,"V.M. Coppleson (1958), p.153; T. Helm, p.226; NY Times, 8/3/1941, p.28",Aug ,N
1941,Boating,USA,New Jersey,Fishing related,,Afternoon,"N.Y Times, 7/23/1941; SAF Case  #951",Jul ,N
1941,Provoked,USA,Hawaii,Fishing related,M,,"G.H. Balazs & A.K.H. Kam; J. Borg, p.71; L. Taylor (1993), pp.98-99",Jul ,N
1941,Provoked,USA,New York,Fishing related,M,Afternoon,"New York Times, 6/16/1941; V.M. Coppleson (1958)",Jun ,N
1941,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,"Ditched aircraft, 3 men in the water. Swam for 31 hours",M,Afternoon,"G.A. Llano in Airmen Against the Sea, pp.67-68; V.M. Coppleson (1962), p.257; A. Sharpe, pp.43-44; SAF Case #740",Jun ,Y
1941,Provoked,USA,California,Fishing related,M,Nightime,Press clipping dated 3/11/1941,Mar ,N
1941,Provoked,AUSTRALIA,New South Wales,Fishing related,M,,"Canberra Times, 2/18/1941, p.4",Feb ,N
1941,Provoked,JAMAICA,Trelawney Province,Seine netting,M,Morning,"Daily Gleaner, 2/3/1941, p. 1",Feb ,N
1941,Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Rescuing seaman after ship sunk by German raider,M,Random or not clear time references,"The London Gazette, 7/8/1941",Jan ,N
1941,Unprovoked,SOLOMON ISLANDS,New Georgia,Floating,M,,"Chapman, p.182",,N
1941,Unprovoked,IRAN,Khuzestan Province,Standing,M,Morning,"Lt. Col. R. S. Hunt, pp.80-81",,Y
1941,Unprovoked,IRAN,Khuzestan Province,Slipped off rocks and fell into the water,M,,"Lt.Col. R.S. Hunt, p.80",,Y
1941,Unprovoked,IRAN,Khuzestan Province,Standing,M,,"Lt.Col. R.S. Hunt, p.80",,Y
1940,Unprovoked,AUSTRALIA,New South Wales,Standing on sandbank,M,Morning,"J. Green, p.33; V.M. Coppleson (1958), p.235;  G.P. Whitley (1951), p. 192",Dec ,Y
1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Morning,"R. Kahn, M. Levine, GSAF",Dec ,Y
1940,Unprovoked,AUSTRALIA,Queensland,Fishing related,M,,"Soda Springs Sun, 12/19/1940",Dec ,N
1940,Provoked,AUSTRALIA,Northern Territory,Fishing related,M,,"V.M. Coppleson; G.P. Whitley (1951), p. 192",Dec ,N
1940,Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Beach activities,M,,"V.M. Coppleson (1958), p.263",Sep ,Y
1940,Unprovoked,USA,South Carolina,Standing,M,,"V.M. Coppleson (1958), p.253",Jul ,N
1940,Unprovoked,USA,South Carolina,Standing ,M,,"V.M. Coppleson (1958), p.253 ",Jul ,N
1940,Unprovoked,USA,North Carolina,Fishing related,M,,"C. Creswell, GSAF; F. Schwartz, p.23",Jun ,N
1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Morning,"G. Cawston;  H. Robson, M. Levine, GSAF",Mar ,Y
1940,Unprovoked,AUSTRALIA,New South Wales,Diving activities,M,,"Sydney Morning Herald, 3/21/1940; V.M. Coppleson (1962), p.251",Mar ,N
1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Afternoon,"H. Robson, M. Levine, GSAF ",Feb ,Y
1940,Boating,AUSTRALIA,New South Wales,Board involved activity,,Afternoon,"G.P. Whitley, p.265",Feb ,N
1940,Unprovoked,AUSTRALIA,New South Wales,Beach activities,M,Afternoon,"V.M. Coppleson (1958), p.69; A. Sharpe, p.66",Feb ,Y
1940,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"Morning Bulletin, 1/30/1929",Jan ,N
1940,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Morning,"V.M. Coppleson (1958), p.69; A. Sharpe, pp.65-66",Jan ,Y
1940,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Afternoon,"V.M. Coppleson (1958), pp. 93 & 238",Jan ,N
1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Afternoon,"R. Guy, T. Jucker & M. Levine, GSAF  ",Jan ,Y
1940,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"J. Green, p.33; V.M. Coppleson (1958), p.245",Jan ,N
1939,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Afternoon,"Sydney Morning Herald, 12/15/1939; V.M. Coppleson (1958), p.238 ",Dec ,Y
1939,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,,"G.P. Whitley, p. 20; V.M. Coppleson  (1958), p. 99",Oct ,N
1939,Unprovoked,USA,Hawaii,Fishing related,M,,"G.H. Balazs & A.K.H. Kam; J. Borg, p.71; V.M. Coppleson (1962), p.253",Oct ,N
1939,Unprovoked,AUSTRALIA,Torres Strait ,Diving activities,M,,"Cairns Post, 9/27/1939",Sep ,N
1939,Provoked,USA,California,Fishing related,M,,"L.A. Times, 8/11/1939",Aug ,N
1939,Provoked,BAHAMAS,Andros Islands,Diving activities,M,Afternoon,"Evening Sun (Baltimore), 7/31/1939; E.R.F. Johnson",Jul ,N
1939,Provoked,USA,Texas,Seine netting,M,Morning,"Galveston Daily News, 7/20/1939, p.4",Jul ,N
1939,Unprovoked,USA,Virginia,Washed off freighter Huncliff by a freak wave,M,,"L.A. Times, 5/7/1939; NY Times, 5/8/1939, p.18, col.1; V.M. Coppleson , p.253",May ,Y
1939,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Diving activities,M,,"Cairns Post, 4/12/1939",Apr ,Y
1939,Unprovoked,PAPUA NEW GUINEA,Central Province,Diving activities,M,,"The Papuan Villager, March 1939; G.P. Whitley, p.21",Mar ,Y
1939,Unprovoked,INDIA,Tamil Nadu,Swimming related,M,,S. Munusamy,Feb ,Y
1939,Provoked,NEW ZEALAND,North Island,Fishing related,M,,"Auckland Star, 2/28/1939",Feb ,N
1939,Unprovoked,AUSTRALIA,New South Wales,Scooping prawns,M,,"G.P. Whitley, p.264",Jan ,N
1939,Unprovoked,VENEZUELA,Carabobo,Beach activities,M,,H.E. Iverson,,Y
1939,Unprovoked,CURACAO,Ascension Bay,Diving activities,M,,"H. Hass in Diving To Adventure, p.169",,N
1939,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Swimming related,M,,"A. Bleakley;  A. M. Rapson, p.148",,Y
1938,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,,"G.P. Whitley, p.264",Dec ,Y
1938,Provoked,AUSTRALIA,Queensland,Fishing related,M,Afternoon,"Cairns Post, 10/6/1938",Oct ,N
1938,Unprovoked,CHINA,North China,Swimming related,M,,"New York Times (William Baker), 8/30/1938; [SAF Case #934]; V.M. Coppleson  (1958), p.257; A. MacCormick, p.134",Aug ,Y
1938,Provoked,USA,California,Fishing related,M,,"Washington Post. 8/19/1938, p.24",Aug ,N
1938,Unprovoked,USA,South Carolina,Swimming related,M,,"Kingsport Times, 7/18/1938",Jul ,N
1938,Provoked,USA,California,Fishing related,M,,"L.A. Times, 7/18/1938 ",Jul ,N
1938,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"G.P. Whitley, p.264; V.M. Coppleson  (1958), p.244; Sydney Morning Herald, 7/12/1938",Jul ,Y
1938,Unprovoked,AUSTRALIA,New South Wales,Diving activities,M,,"The Canberra Times, 6/10/1938",Jun ,N
1938,Unprovoked,COSTA RICA,Nicoya Peninsula,Fishing related,M,,"V.M. Coppleson  (1958), p.259 ",May ,Y
1938,Unprovoked,IRAQ,Basrah City,Swimming related,M,Afternoon,B.W. Coad & L.A.J. Al-Hassan,May ,N
1938,Unprovoked,FIJI,Viti Levu,Beach activities,M,,"Time Magazine, 3/21/1938",Mar ,N
1938,Unprovoked,AUSTRALIA,Northern Territory,Board involved activity,M,,"V.M. Coppleson  (1958) (in text); Sydney Morning Herald, 3/16/1938",Mar ,N
1938,Provoked,AUSTRALIA,New South Wales,Fishing related,M,,"Courier-Mail, 1/22/1938; Sydney Morning Herald 1/26/1938; Whitley, p.264",Jan ,N
1938,Provoked,SOUTH AFRICA,KwaZulu-Natal,Consequence of handeling sharks,M,,"M. Levine, GSAF",Jan ,N
1938,Invalid,AUSTRALIA,New South Wales,Diving activities,M,Afternoon,"The Canberra Times, 1/15/1938",Jan ,
1938,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"Sydney Morning Herald, 1/3/1938;  J. Green, p.33; V.M. Coppleson (1958), p.42 NOTE: Coppleson gives date as January 1937",Jan ,N
1938,Unprovoked,TRINIDAD & TOBAGO,Trinidad,Board involved activity,M,,"E. Pace, FSAF",,N
1938,Provoked,USA,North Carolina,Fishing related,M,,"C. Creswell, GSAF; J. Hair, p.27",,N
1938,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"V.M. Coppleson (1958), p.245",,N
1938,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,,H. Greenwood,,N
1937,Sea Disaster,USA,North Carolina,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",M,,"Stevens Point Journal, 11/15/1937; TIME, 11/22/1937; Life Magazine, 11/29/1937",Nov ,Y
1937,Unprovoked,AUSTRALIA,Torres Strait ,Diving activities,M,,"J. Green, p.33; V.M. Coppleson  (1958), p.244",Nov ,Y
1937,Unprovoked,AUSTRALIA,Queensland ,Swimming related,M,Afternoon,"J. Green; V.M. Coppleson, pp.51, 81-84 & 234; A. Sharpe, pp.94-9 6; H. Edwards, pp.114-115",Oct ,Y
1937,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Afternoon,"V.M. Coppleson, pp.51, 81-84 & 234;  A. Sharpe, pp.94-96; H. Edwards, pp.114-115  ",Oct ,Y
1937,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,,"The Age, 10/25/1937; V.M. Coppleson (1958), p.234",Oct ,N
1937,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"The Age, 10/25/1937; V.M. Coppleson (1958), p.234",Oct ,N
1937,Provoked,CROATIA, Split-Dalmatia County,Fishing related,M,,"C. Moore, GSAF",Sep ,N
1937,Unprovoked,SCOTLAND,Argyll,Rowing,M,,"Times (London), 9/2/1937; Fairfax, pp. 66-67",Sep ,N
1937,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,Morning,"The Maitland Daily Mercury, 8/31/1937",Aug ,N
1937,Unprovoked,PANAMA,Colon Province,Swimming related,M,,"The Gleaner, 8/12/1937",Aug ,Y
1937,Unprovoked,AUSTRALIA,Northern Territory,Diving activities,M,,"Mansfield News-Journal, 7/16/1937, p.11",Jul ,Y
1937,Provoked,AUSTRALIA,New South Wales,Fishing related,M,,"Sydney Morning Herald, 6/19/1937; V.M. Coppleson (1958) (in text); SAF Cases #549 & 550",Jun ,N
1937,Unprovoked,USA,Texas,Swimming related,M,Nightime,"Amarillo Globe, 6/16/1937 ",Jun ,Y
1937,Provoked,USA,Texas,Fishing related,M,,"Galveston Daily News, 6/1/1937",May ,N
1937,Unprovoked,AUSTRALIA,Queensland,Swimming related,M,Nightime,"V.M. Coppleson (1958), pp.90 & 238",May ,Y
1937,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson (1958), pp.77 & 234; A. Sharpe, p.84; J.West, ASAF",Feb ,Y
1937,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,,"Canberra Times, 2/12/1937",Feb ,N
1937,Boating,AUSTRALIA,New South Wales,Fishing related,,Nightime,"Canberra Times, 2/5/1937",Feb ,N
1937,Provoked,AUSTRALIA,Queensland,Fishing related,M,,"G.P. Whitley, p.264",Feb ,N
1937,Invalid,AUSTRALIA,South Australia,Consequence of a shipwreck,M,Nightime,"West Australian, 2/8/1937; G.P. Whitley",,
1937,Provoked,AUSTRALIA,New South Wales,Consequence of handeling sharks,M,,"Northern Standard, 1/29/1937",Jan ,N
1936,Unprovoked,USA,Hawaii,Diving activities,M,,"J. Borg, p.71; L. Taylor (1993), pp.98-99",Dec ,N
1936,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Morning,"V.M. Coppleson (1958), p.234",Dec ,Y
1936,Boating,AUSTRALIA,Victoria,Fishing related,M,,"The Age, 12/4/1936",Dec ,Y
1936,Provoked,AUSTRALIA,Torres Strait,Fishing related,M,,"Whitley, p.264; V.M. Coppleson (1958), p.244",Nov ,N
1936,Unprovoked,USA,Hawaii,Swimming related,M,,"J. Borg, p.71; L. Taylor (1993), pp.96-97",Sep ,N
1936,Unprovoked,AUSTRALIA,Torres Strait,Board involved activity,M,,"G.P. Whitley, p.264; V.M. Coppleson (1958), p.244",Aug ,N
1936,Unprovoked,ICELAND,Fishing Grounds,Board involved activity,M,,"The Guardian, 8/27/1936",Aug ,N
1936,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"Nortnern Standard, 8/4/1936",Aug ,N
1936,Boating,USA,North Carolina,Fishing related,M,,"C. Creswell, GSAF",Aug ,N
1936,Unprovoked,USA,Massachusetts,Swimming related,M,Afternoon,"B. R. Tilden, M.D.; NY Times, 7/26/1936, p.2;  E.W. Gudger (1950); V.M. Coppleson (1958), pp. 150 & 253; H.D. Baldridge, p. 35",Jul ,Y
1936,Boating,USA,New Jersey,Fishing related,,Afternoon,"NY Times, 6/13/1936 ",Jul ,N
1936,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"V.M. Coppleson (1958), p.244",Jul ,N
1936,Unprovoked,AUSTRALIA,Torres Strait,Swimming related,M,,"Sydney Morning Herald, 7/7/1936; V.M. Coppleson (1958), p.244",Jun ,Y
1936,Unprovoked,USA,Florida,Swimming related,M,,"Evening Independent, 6/8/1936",Jun ,Y
1936,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,Morning,"Sydney Morning Herald, 4/23/1936",Apr ,N
1936,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"The Argus, 4/9/1936",,N
1936,Provoked,USA,Florida,Fishing related,M,,"NY Times, 4/1/1936, p.27, col.1",Mar ,N
1936,Unprovoked,AUSTRALIA,Torres Strait,Consequence of handeling sharks,M,,"Coppleson (1958), p.244; The Argus, 4/9/1936",Mar ,N
1936,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"G.P. Whitley, p.263; V.M. Coppleson (1958), p.244",Mar ,N
1936,Provoked,AUSTRALIA,New South Wales,Consequence of handeling sharks,F,,"Coppleson (1958), p. 176; G.P. Whitley, p.263",Feb ,N
1936,Unprovoked,AUSTRALIA,Queensland,Sculling,M,,"Nevada State Journal, 5/2/1936",Feb ,N
1936,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson (1958), pp.67 & 234; A. Sharpe, p.68; A. MacCormick, p.169; J. West, ASAF",Feb ,Y
1936,Unprovoked,AUSTRALIA,South Australia,Swimming related,M,Random or not clear time references,"Sydney Morning Herald, 1/23/1936; V.M. Coppleson (1958), pp.107 & 240;  A. Sharpe, p.120; J. West, ASAF",Jan ,Y
1936,Provoked,AUSTRALIA,New South Wales,Board involved activity,M,,"V.M. Coppleson (1958), p.41",Jan ,N
1936,Unprovoked,AUSTRALIA,Victoria ,Swimming related,M,,"J. Green, p.33; V.M. Coppleson (1958), p.241",,Y
1935,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"NY Times, 11/16/1935; Sun (Sydney) 1/13/1936 (pictures of healed wounds);  V.M. Coppleson (1958), p.244",Nov ,N
1935,Unprovoked,USA,North Carolina,Swimming related,M,Random or not clear time references," F. Schwartz, p.23; C. Creswell, GSAF",Sep ,Y
1935,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming related,M,,"Cairns Post, 9/24/1935",Sep ,Y
1935,Unprovoked,AUSTRALIA,Queensland,Board involved activity,M,Nightime,"V.M. Coppleson (1958), p.22; G. P. Whitley",Aug ,Y
1935,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"J. Green, p.33; V.M. Coppleson (1958), p.243",Aug ,Y
1935,Unprovoked,CROATIA,Adriatic Sea,Swimming related,F,Afternoon,"C. Moore, GSAF",Jul ,Y
1935,Unprovoked,USA,New Jersey,Fishing related,M,,"NY Times, 6/19/1935, p.21 ",Jun ,N
1935,Unprovoked,SOLOMON ISLANDS,Makira-Uluwa Province,Fishing related,M,,"Sydney Mail, 6/5/1935",Jun ,Y
1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,Consequence of handeling sharks,M,,"M. Levine, GSAF",May ,N
1935,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"V.M. Coppleson (1958), pp.103 & 243",May ,N
1935,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,Afternoon,"G.P. Whitley citing the Sydney Morning Herald, 4/1/1935;  1951), G.P. Whitley (1951), page 192, Fide G.D. Wall, Mackay, 1946; J. Green, p.33; V.M. Coppleson (1958), pp.101 & 243",Mar ,N
1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,Consequence of handeling sharks,M,,"Natal Coast Angler, 3/25/1935",Mar ,N
1935,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,,"Sydney Morning Herald, 3/20/1935; V.M. Coppleson (1958), pp.102 & 243",Mar ,N
1935,Provoked,AUSTRALIA,Queensland,Consequence of handeling sharks,M,,G.P. Whitley,Mar ,N
1935,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"Sydney Morning Herald, 3/11/1935",Mar ,N
1935,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson (1958), pp.65, 233 & 234; A. Sharpe, pp. 64-65,   G.P. Whitley, p.14; J. West, ASAF",Mar ,Y
1935,Unprovoked,AUSTRALIA,New South Wales,Standing,M,Afternoon,"Amarillo Globe, 6/21/1935, p.3; V.M. Coppleson (1958), pp.66-67 & 233;  John West",Mar ,Y
1935,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Afternoon,"V.M. Coppleson (1958), pp.45 & 233",Feb ,N
1935,Unprovoked,AUSTRALIA,New South Wales,Fishing related,M,,"G.P. Whitley, p.263",Jan ,N
1934,Unprovoked,AUSTRALIA,New South Wales,Splashing,F,Afternoon,"V.M. Coppleson (1958), pp.67 & 233; A. Sharpe, pp.90-91",Dec ,N
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson (1958), pp.67 & 233;  A. Sharpe, pp.89-90]",Dec ,Y
1934,Unprovoked,AUSTRALIA,New South Wales,Diving activities,M,Afternoon,"V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172",Dec ,Y
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"J. Green, pp.10 & 33 corrects earlier accounts that gave the location as Queensland; V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172",Oct ,N
1934,Unprovoked,AUSTRALIA,Northern Territory,Beach activities,F,,"The Age, 10/27/1934;; V.M. Coppleson (1958), p.240",Oct ,Y
1934,Provoked,BERMUDA,Hamilton,Fishing related,M,Nightime,"The Gleaner, 10/16/1934",Oct ,N
1934,Unprovoked,AUSTRALIA,Torres Strait,Diving activities,M,," V.M. Coppleson (1958), pp.102-103",Oct ,Y
1934,Provoked,BERMUDA,Hamilton,Fishing related,M,,"NY Times, 9/10/193, p.10",Sep ,N
1934,Boating,ITALY,Sicily,Fishing related,M,,A. De Maddalena; Giudici & Fino (1989),Aug ,N
1934,Unprovoked,AUSTRALIA,Queensland,Diving activities,M,,"G.P. Whitley citing Sydney Morning Herald 8/27/1934; Sunday Mail (Brisbane) 11/18/1934; G.P. Whitley, p.262; J. Green, p.33;V.M. Coppleson (1958), p.238",Aug ,Y
1934,Unprovoked,CROATIA,Adriatic Sea,Swimming related,F,,"NY Times, 7/10/1934, p.15; V.M. Coppleson (1958), p. 266; R. Rocconi;   D. Baldridge, p.15; A. De Maddalena; Giudici & Fino (1989), De Maddalena (2000)",Aug ,Y
1934,Unprovoked,USA,Georgia,Swimming related,M,,"Cullman Democrat, 8.9/1934",Aug ,N
1934,Boating,AUSTRALIA,New South Wales,Fishing related,,,"G.P. Whitley, ref: Daily Telegraph, 7/11/1934 & Sydney Morning Herald  7/12/1934",Jul ,N
1934,Provoked,AUSTRALIA,New South Wales,Fishing related,M,Nightime,"Sydney Morning Herald, 6/23 & 6/25/1934  ",Jun ,N
1934,Unprovoked,USA,Florida,Standing,M,,"New York Herald Tribune, 6/21/1934 ",Jun ,Y
1934,Unprovoked,AUSTRALIA,Queensland,Board involved activity,M,Morning,"V.M. Coppleson (1958), pp.92 & 238. Note: L. Schultz lists date as 1/15/1934 ",Apr ,N
1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Afternoon,"N. Doveton; M. Levine, GSAF",Apr ,Y
1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming related,M,Afternoon,"A.D. McArthur, M. Levine, GSAF",Apr ,N
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson (1958), p. 233  ",Apr ,Y
1934,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"V.M. Coppleson (1958), pp.66 & 232; A. Sharpe, p.67",Mar ,Y
