Year,Type,Country,Area,Activity,Sex,Time,Investigator or Source,Month,Fatal
2016,Unprovoked,USA,Florida,Beach activities,M,Afternoon,"Florida Today, 6/22/2016",Jun ,N
2016,Unprovoked,USA,Hawaii,Board involved activity,M,Morning,"West Hawaii Today, 6/16/2016",Jun ,N
2016,Provoked,AUSTRALIA,Western Australia,Fishing related,M,,"Perth Now, 6/16/2016",Jun ,N
2016,Unprovoked,USA,Texas,Floating in tube,F,Afternoon,"Click2Houston, 6/14/2016",Jun ,N
2016,Unprovoked,USA,North Carolina,Standing,M,Afternoon,"C. Creswell, GSAF",Jun ,N
2016,Invalid,USA,South Carolina,Board involved activity,M,Morning,"C. Creswell, GSAF",Jun ,
2016,Unprovoked,USA,Florida,Swimming related,M,Morning,"Daytona Beach News-Journal, 6/5/2016",Jun ,N
2016,Unprovoked,AUSTRALIA,Western Australia,Diving activities,F,Morning,"B. Myatt, GSAF",Jun ,Y
2016,Unprovoked,EGYPT,Suez,Swimming related,M,Morning,"Ahram Online, 6/4/2016",Jun ,N
2016,Unprovoked,NEW CALEDONIA,,Board involved activity,M,Afternoon,"Les Nouvelles Caledoniennes, 6/3/2016",Jun ,N
2016,Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,Afternoon,"Perth Now, 5/31/2016",May ,Y
2016,Unprovoked,USA,California,Swimming related,F,Afternoon,"R. Collier, GSAF",May ,N
2016,Unprovoked,USA,Florida,Swimming related,M,Afternoon,"News4Jax, 5/29/2016",May ,N
2016,Unprovoked,USA,Florida,Swimming related,F,Afternoon,"Florida Today, 5/22/2016",May ,N
2016,Unprovoked,USA,Florida,Swimming related,F,Random or not clear time references,"ABC Action News, 6/15/2016",May ,N
2016,Unprovoked,USA,Florida,Swimming related,F,Afternoon,"Action News Jax, 5/23/2016",May ,N
2016,Unprovoked,USA,Florida,Swimming related,M,Morning,"News4Jax, 5/19/2016",May ,N
2016,Provoked,USA,Florida,Consequence of handeling sharks,F,Afternoon,"CBS News, 5/16/2016",May ,N
2016,Unprovoked,USA,Hawaii,Floating,M,Afternoon,"Maui Now, 5/3/2016",May ,N
2016,Provoked,NEW ZEALAND,North Island,Fishing related,M,Afternoon,Radio New Zealand  5/3/2016,May ,N
2016,Unprovoked,INDONESIA,Bali,Board involved activity,M,Morning,"News.com.au, 4/26/2016",Apr ,N
2016,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"News4Jax, 4/23/2016",Apr ,N
2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,Morning,"Knysna-Plett Herald, 4/22/2016",Apr ,N
2016,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Afternoon,"Gold Coast Bulletin, 4/19/2016",Apr ,N
2016,Provoked,FRENCH POLYNESIA,Tuamotos,Fishing related,M,Morning,"TNTV News, 4/19/2016",Apr ,
2016,Provoked,FRENCH POLYNESIA,Tuamotos,Fishing related,M,Morning,"Tahiti Infos, 4/19/2016",Apr ,N
2016,Unprovoked,USA,Florida,Fishing related,M,,"Palm Beach Post, 4/13/2016",Apr ,N
2016,Unprovoked,NEW CALEDONIA,Grand Terre,Beach activities,F,Morning,Les Nouvelles Caledonnie. 4/11/2016,Apr ,Y
2016,Unprovoked,USA,Hawaii,Diving activities,F,Morning,"Maui Now, 3/31/2016",Mar ,N
2016,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Random or not clear time references,"Daily Telegraph, 3/30/2016",Mar ,N
2016,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"B. Myatt, GSAF",Mar ,N
2016,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"WCBV-5, 3/31/206",Mar ,N
2016,Unprovoked,Fiji,Vanua Levu,Diving activities,M,Afternoon,"Fiji Sun, 3/12/2016",Mar ,Y
2016,Unprovoked,USA,Florida,,M,Afternoon,WPTV. 3/4/2016,Mar ,N
2016,Unprovoked,AUSTRALIA,South Australia,Fishing related,M,Nightime,"9 News, 3/1/2016",Mar ,N
2016,Unprovoked,BRAZIL,Santa Catarina State,Swimming related,M,,"Misones Online, 3/4/2016",Mar ,N
2016,Unprovoked,NEW CALEDONIA,South Province,Board involved activity,M,Random or not clear time references,"Les Nouvelles Calédoniennes, 2/23/2016",Feb ,N
2016,Unprovoked,NEW CALEDONIA,South Province,Fishing related,M,Afternoon,"Les Nouvelles Calédoniennes, 2/19/2016",Feb ,N
2016,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Beach activities,F,Afternoon,S. Harris,Feb ,N
2016,Invalid,AUSTRALIA,Tasmania,Board involved activity,M,Afternoon,"C. Black, GSAF",Feb ,
2016,Unprovoked,AUSTRALIA,Queensland,Beach activities,F,Afternoon,"Courier Mail, 2/5/2016",Feb ,N
2016,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Afternoon,"B. Myatt, GSAF",Feb ,N
2016,Unprovoked,BRAZIL,Balneário Camboriú,Swimming related,M,,"Globo, 2/3/2016",Feb ,N
2016,Boating,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,,"Nine News, 2/1/2016",Jan ,N
2016,Unprovoked,USA,Hawaii,Board involved activity,M,Afternoon,KHON2. 1/28/2016,Jan ,N
2016,Unprovoked,USA,Hawaii,Board involved activity,F,Morning,"The Garden Island, 2/2/2016",Jan ,N
2016,Unprovoked,USA,Texas,Fishing related,M,Morning,K. Love,Jan ,N
2016,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing related,M,,"Gulf News, 1/25/2016",Jan ,N
2016,Unprovoked,USA,Hawaii,Board involved activity,M,Morning,"Grand Forks Herald, 1/27/2915",Jan ,N
2016,Unprovoked,AUSTRALIA,Queensland,Board involved activity,M,,"ABC Sunshine Coast, 1/11/2016",Jan ,N
2016,Unprovoked,AUSTRALIA,Queensland,Beach activities,M,Afternoon,"Nine News, 1/5/2016",Jan ,N
2016,Unprovoked,AUSTRALIA,Queensland,Fishing related,M,Morning,"Courier Mail, 1/2/2016",Jan ,N
2015,Boating,SOUTH AFRICA,KwaZulu-Natal,Board involved activity,M,Morning,"Traveller24, 12/26/2015",Dec ,N
2015,Unprovoked,SPAIN,Grand Canary Island,Swimming related,F,,"Diaro de Visos, 12/26/2015",Dec ,N
2015,Unprovoked,USA,Hawaii,Board involved activity,M,Morning,"West Hawaii Today, 12/23/2015",Dec ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"The Telegraph, 12/22/;2015",Dec ,N
2015,Unprovoked,BRAZIL,Pernambuco,Diving activities,M,,"Fox News, 12/22/2015",Dec ,N
2015,Boating,AUSTRALIA,New South Wales,Fishing related,,Morning,"Courier Mail, 12/15/2015",Dec ,N
2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming related,F,Morning,"The Bulletin, 12/17/2015",Dec ,N
2015,Unprovoked,ECUADOR,Galapagos Islands,Diving activities,M,Morning,G. Hurley,Nov ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,WFTV. 11/17/2015,Nov ,N
2015,Unprovoked,USA,Florida,Swimming related,F,Morning,"Palm Beach Post, 11/16/2015",Nov ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,,"5WPTV, 11/15/2015",Nov ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Afternoon,"The Sydney Morning Herald, 11/11/2015",Nov ,N
2015,Invalid,USA,Florida,Board involved activity,F,Morning,"Fox25Orlando, 11/7/2015",Nov ,
2015,Unprovoked,USA,Hawaii,Swimming related,M,Morning,"Hawaii News Now, 11/4/2015",Nov ,N
2015,Unprovoked,USA,Florida,Beach activities,F,Afternoon,"USA Today, 11/1/2015",Nov ,N
2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing related,M,Nightime,"Coastweek, 12/3/2015",Nov ,N
2015,Unprovoked,AUSTRALIA,Western Australia,Fishing related,M,,"Perth Now, 10/30/2015",Oct ,N
2015,Unprovoked,USA,Hawaii,Board involved activity,M,Afternoon,"Star Advertiser, 10/28/2015",Oct ,N
2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,Afternoon,"News 24, 10/26/2015",Oct ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"ClickOrlando.com, 10/21/2015",Oct ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"NBC6.com, 10/19/2015",Oct ,N
2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing related,F,,Xinhua News Agency,Oct ,Y
2015,Invalid,USA,Hawaii,Board involved activity,M,Random or not clear time references,"KHON2, 10/17/2015",Oct ,
2015,Unprovoked,USA,Hawaii,Swimming related,M,Morning,"KHON2, 10/17/2015",Oct ,N
2015,Boating,USA,California,Board involved activity,M,Morning,"The Tribune, 10/28/2015",Oct ,N
2015,Unprovoked,USA,South Carolina,Board involved activity,F,Afternoon,"C. Creswell, GSAF",Oct ,N
2015,Unprovoked,USA,Hawaii,Board involved activity,M,Morning,"Hawaii News Now, 10/9/2015",Oct ,N
2015,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing related,M,,Club of Mozambique,Oct ,N
2015,Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,Afternoon,"Daily Mail, 10/7/2015",Oct ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"WPBF.com, 10/6/2015",Oct ,N
2015,Unprovoked,USA,Texas,Beach activities,M,Morning,"Houston Chronicle, 10/5/2015",Oct ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,Morning,"CNN, 10/4/2015",Oct ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"First Coast News, 9/30/2015",Sep ,N
2015,Unprovoked,AUSTRALIA,Queensland,Diving activities,F,Afternoon,"The Cairns Post, 9/28/2015",Sep ,N
2015,Boating,USA,California,Board involved activity,M,Morning,R. Collier,Sep ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"Orlando Sentinel, 9/20/2015",Sep ,N
2015,Unprovoked,USA,Hawaii,Fishing related,M,Afternoon,"Big Island Video, 9/20/2015",Sep ,N
2015,Unprovoked,USA,Florida,Beach activities,M,Afternoon,"News4Jax, 9/21/2015",Sep ,N
2015,Unprovoked,USA,Florida,Fishing related,M,Morning,"News4JAX, 9/21/2015",Sep ,N
2015,Boating,USA,California,Board involved activity,M,,"NBC News, 9/22/2015",Sep ,N
2015,Unprovoked,USA,Florida,Swimming related,M,Random or not clear time references,"Action News Jax, 9/23/2015",Sep ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"News4JAX, 9/15/2015",Sep ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"ABC News, 9/8/2015",Sep ,N
2015,Unprovoked,USA,California,Board involved activity,F,Afternoon,"R. Collier, GSAF",Sep ,N
2015,Provoked,USA,California,Board involved activity,M,Afternoon,"R. Collier, GSAF",Sep ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"The Sydney Morning Herald, 9/4/2015",Sep ,N
2015,Unprovoked,USA,South Carolina,,M,Afternoon,"C. Creswell, GSAF",Sep ,N
2015,Unprovoked,THAILAND,Phuket,Beach activities,F,Morning,"Phuket Gazette, 9/1/2015",Sep ,N
2015,Unprovoked,USA,California,Board involved activity,F,Morning,"R. Collier, GSAF",Aug ,N
2015,Unprovoked,USA,California,Board involved activity,M,Morning,"R. Collier, GSAF",Aug ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"Daily Telegraph, 8/22/2015",Aug ,N
2015,Unprovoked,USA,South Carolina,Board involved activity,M,Afternoon,"C. Creswell, GSAF",Aug ,N
2015,Unprovoked,USA,Florida,Beach activities,F,Afternoon,"ABC News, 8/21/2015",Aug ,N
2015,Boating,USA,California,Board involved activity,M,Morning,"R. Collier, GSAF",Aug ,N
2015,Invalid,SPAIN,Alicante,Swimming related,M,Morning,"The Local, 8/18/2015",Aug ,
2015,Provoked,USA,California,Fishing related,M,Morning,"NBC San Diego, 8/13/2015",Aug ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"Daily Telegraph, 7/31/2015",Jul ,N
2015,Unprovoked,COSTA RICA,Guanacaste,Board involved activity,M,,YouTube,Jul ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,Random or not clear time references,CBS 7/27/2015,Jul ,N
2015,Invalid,USA,South Carolina,Floating,F,Morning,"C. Creswell, GSAF, ABC 11, 7/27/2015",Jul ,
2015,Unprovoked,AUSTRALIA,Tasmania,Diving activities,M,Morning,"C. Black, GSAF",Jul ,Y
2015,Provoked,USA,California,Board involved activity,M,,"NBC San Diego, 7/27/2015",Jul ,N
2015,Unprovoked,AUSTRALIA,Victoria,Board involved activity,M,,"ABC News, 7/27/2015",Jul ,N
2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,,"BBC, 7/20/2015",Jul ,N
2015,Unprovoked,USA,California,Board involved activity,M,Morning,"KTLA, 7/10/2015",Jul ,N
2015,Unprovoked,BAHAMAS,Grand Bahama Island,Fishing related,F,,"ABC action News, 7/7/2015",Jul ,N
2015,Unprovoked,USA,North Carolina,,M,Random or not clear time references,"C. Creswell, GSAF",Jul ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"Northern Star, 7/3/2015",Jul ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"Northern Star, 7/2/2015",Jul ,N
2015,Unprovoked,USA,North Carolina,Swimming related,M,Morning,"C. Creswell, GSAF",Jul ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"The Telegraph, 7/8/2015",Jun ,N
2015,Unprovoked,USA,South Carolina,Beach activities,M,Random or not clear time references,"C. Creswell, GSAF",Jun ,N
2015,Unprovoked,USA,North Carolina,Swimming related,M,Afternoon,"C. Creswell, WRAL, 6/27/2015",Jun ,N
2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,Afternoon,"NSRI, 6/27/205",Jun ,N
2015,Invalid,USA,Florida,Swimming related,F,Random or not clear time references,"Action News Jax, 6/26/2015",Jun ,
2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Board involved activity,M,Afternoon,Zig Zag Surfing Magazine,Jun ,N
2015,Unprovoked,USA,South Carolina,Standing,M,Morning,"C. Creswell, GSAF; WCNC, 6/26/2015",Jun ,N
2015,Provoked,AUSTRALIA,Western Australia,Swimming related,M,,"West Australian Police, 6/25/2015",Jun ,N
2015,Unprovoked,USA,North Carolina,Board involved activity,M,Morning,"C. Creswell, GSAF",Jun ,N
2015,Unprovoked,USA,North Carolina,Swimming related,M,Afternoon,"C. Creswell, GSAF",Jun ,N
2015,Invalid,AUSTRALIA,Western Australia,Board involved activity,F,Morning,"L. Kumpe, R. Mcauley",Jun ,N
2015,Unprovoked,USA,South Carolina,Standing,M,,"C. Creswell, GSAF; R. Lurye, Island Packet",Jun ,N
2015,Unprovoked,PUERTO RICO,,Fishing related,M,Morning,"Yahoo News, 6/19/2015",Jun ,N
2015,Unprovoked,USA,Florida,Swimming related,M,Afternoon,"WTXL TV, 6/17/2015",Jun ,N
2015,Unprovoked,USA,North Carolina,Beach activities,M,Afternoon,"C. Creswell, GSAF",Jun ,N
2015,Unprovoked,USA,North Carolina,Beach activities,F,Afternoon,"C. Creswell, GSAF",Jun ,N
2015,Unprovoked,USA,North Carolina,Board involved activity,F,Afternoon,"C. Creswell, GSAF",Jun ,N
2015,Unprovoked,USA,Florida,Beach activities,M,Morning,"Florida Today, 6/7/2015",Jun ,N
2015,Unprovoked,USA,Florida,Consequence of handeling sharks,F,,"7 News, 6/5/2015",Jun ,N
2015,Unprovoked,REUNION,Le Port,Board involved activity,M,Afternoon,"Clincanoo, 6/1/2015",Jun ,N
2015,Unprovoked,USA,Florida,Standing,F,Afternoon,"Orlando Sentinel, 5/29/2015",May ,N
2015,Unprovoked,USA,Florida,Beach activities,F,Afternoon,"ClickOrlando, 5/29/2015",May ,N
2015,Unprovoked,FRENCH POLYNESIA,Rangiroa,Fishing related,M,Morning,Polynésie 1ère. 5/262015,May ,N
2015,Unprovoked,USA,Florida,Swimming related,F,,"WFTV,  5/27/2015",May ,N
2015,Unprovoked,USA,Florida,Board involved activity,M,Morning,"WFTV, 5/20/2015",May ,N
2015,Unprovoked,USA,South Carolina,,M,Afternoon,"News 2, 5/15/2015",May ,N
2015,Unprovoked,USA,Florida,Swimming related,M,Afternoon,"KnightNews.com, 5/9/2015",May ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Afternoon,"ABC, 5/3/2015",May ,N
2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Diving activities,M,Afternoon,"DispatchLive, 5/4/2015",May ,N
2015,Unprovoked,USA,Hawaii,Diving activities,F,Morning,"Star Advertiser, 4/30/2015",Apr ,Y
2015,Unprovoked,USA,Florida,Beach activities,M,Afternoon,"ABC-7, 4/27/2015",Apr ,N
2015,Unprovoked,AUSTRALIA,South Australia,Board involved activity,M,Morning,"The Advertiser, 4/25/2015",Apr ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"Echo Daily, 6/25/2015",Jun ,N
2015,Unprovoked,USA,Florida,Consequence of handeling sharks,M,,"Miami Herald, 4/25/2015",Apr ,N
2015,Unprovoked,REUNION,Saint-Gilles-les-Bains,Board involved activity,M,Morning,"Le Huffington Post, 4/15/2015",Apr ,Y
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"Surf Life Saving, 4/11/2015",Apr ,N
2015,Unprovoked,USA,Florida,Fishing related,M,Afternoon,"ABC Action News, 4/6/2015",Apr ,N
2015,Invalid,BRAZIL,Pernambuco,Board involved activity,M,Morning,"Globo, 3/31/2015",Mar ,
2015,Boating,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,,"Times Live, 4/1/2015",Mar ,N
2015,Unprovoked,USA,Hawaii,Diving activities,M,Morning,"KMBC, 3/19/2015",Mar ,N
2015,Unprovoked,FRENCH POLYNESIA,Bora Bora,Fishing related,M,Morning,"Radio1, 3/16/2015",Mar ,N
2015,Boating,AUSTRALIA,New South Wales,Fishing related,M,Morning,"Northern Star, 3/13/2015",Mar ,N
2015,Provoked,MEXICO,Sinaloa,Fishing related,M,Morning,"Noreste, 3/10/2015",Mar ,N
2015,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,Sitting in the water,M,,"Radio1, 3/9/2015",Mar ,N
2015,Unprovoked,REUNION,dÉtang-Salé,Swimming related,F,Random or not clear time references,"L'Yonne Républicaine, 2/14/2015",Feb ,Y
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"The Telegraph, 2/9/2015",Feb ,Y
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"The Telegraph, 2/8/2015",Feb ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"The Telegraph, 1/6/2015",Feb ,N
2015,Boating,AUSTRALIA,Queensland,Rowing,M,Nightime,"Gold Coast Bulletin, 1/31/2015",Jan ,N
2015,Provoked,USA,Hawaii,Fishing related,M,Nightime,"Huffington Post, 1/28/2015",Jan ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,,"Northern Star, 1/26/2015",Jan ,N
2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Floating,M,Afternoon,"Daily Dispatch, 1/31/2015",Jan ,N
2015,Boating,USA,Florida,Fishing related,M,,"The Panhandle, 1/20/2015",Jan ,N
2015,Boating,AUSTRALIA,New South Wales,Fishing related,M,Afternoon,"The Sydney Morning Herald, 1/18/2015",Jan ,N
2015,Unprovoked,AUSTRALIA,New South Wales,Filming,M,,"Milton-Ulladulla Times, 1/16/2015",Jan ,N
2015,Invalid,USA,Florida,Swimming related,M,Nightime,"UPI, 1/12/2015",Jan ,
2015,Unprovoked,BAHAMAS,Abaco Islands,Diving activities,F,Afternoon,"Britt Martin; Local10, 1/7/2015",Jan ,N
2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Board involved activity,M,Morning,"Dispatch Online, 1/7/2015",Jan ,N
2015,Unprovoked,USA,Florida,,M,Afternoon,"WPTV-West Palm Beach, 1/2/2015",Jan ,N
2014,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,,Morning,"South Coast Register, 12/29/2014",Dec ,N
2014,Unprovoked,AUSTRALIA,Western Australia,Fishing related,M,Morning,"The West Australian, 12/29/2014",Dec ,Y
2014,Unprovoked,USA,California,Board involved activity,M,Morning,"R. Collier, GSAF",Dec ,N
2014,Provoked,AUSTRALIA,Victoria,Fishing related,M,Morning,"ABC.net.au, 12/28/2014",Dec ,N
2014,Unprovoked,AUSTRALIA,Queensland,Fishing related,M,Morning,"Herald Sun, 12/15/2014",Dec ,Y
2014,Provoked,SPAIN,Granada,Fishing related,M,Morning,"ABCandalucia, 12/3/2014",Dec ,N
2014,Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,Morning,"The Sydney Morning Herald, 11/29/2014",Nov ,N
2014,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Fishing related,M,,A. R. Ramjatan ,Nov ,Y
2014,Boating,AUSTRALIA,Western Australia,Fishing related,M,,"The West Australian, 11/20/2014",Nov ,N
2014,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,"USA Today, 11/16/2014",Nov ,N
2014,Unprovoked,USA,Hawaii,Diving activities,M,Afternoon,"G. Kubota, Star Advertiser, 11/13/2014",Nov ,N
2014,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,M,Morning,"Norhern Rivers Echo, 11/10/2014",Nov ,N
2014,Unprovoked,USA,Florida,Board involved activity,M,Afternoon,WPTV.com,Nov ,N
2014,Unprovoked,USA,Hawaii,Board involved activity,F,Morning,"L. Kubota, Hawaii News Now, 10/31/2014",Oct ,N
2014,Provoked,AUSTRALIA,New South Wales,Board involved activity,M,Random or not clear time references,"The Sydney Morning Herald, 10/30/2014",Oct ,N
2014,Unprovoked,USA,Hawaii,Board involved activity,F,Morning,"Hawaii News Now, 10/22/2014",Oct ,N
2014,Unprovoked,USA,Hawaii,Board involved activity,M,Morning,"The Maui News, 10/21/2014",Oct ,N
2014,Boating,USA,California,Board involved activity,F,,"R. Collier, GSAF",Oct ,N
2014,Unprovoked,USA,Hawaii,Board involved activity,M,Morning,"Star Advertiser, 10/18/2014",Oct ,N
2014,Unprovoked,AUSTRALIA,New South Wales,Board involved activity,F,Morning,"Sydney Morning Herald, 10/17/2014",Oct ,N
2014,Unprovoked,USA,South Carolina,Standing in inner tube,F,,"TheIndyChannel, 10/16,2014",Oct ,N
2014,Unprovoked,USA,Florida,Board involved activity,F,Afternoon,"Florida Today, 10/13/2014",Oct ,N
2014,Boating,AUSTRALIA,Western Australia,Board involved activity,M,Afternoon,"Perth Now, 10/11/2014",Oct ,N
2014,Unprovoked,USA,Florida,Board involved activity,M,Morning,"WESH2, 10/6/2014",Oct ,N
2014,Unprovoked,USA,Florida,Fishing related,F,Afternoon,"Click Orlando, 10/7/2014",Oct ,N
2014,Unprovoked,USA,Florida,Board involved activity,M,Morning,"WESH2, 10/6/2014",Oct ,N
2014,Boating,USA,California,Board involved activity,M,Afternoon,"R. Collier, GSAF",Oct ,N
2014,Boating,USA,California,Board involved activity,M,Morning,"R. Collier, GSAF",Oct ,N
2014,Unprovoked,USA,California,Board involved activity,M,Afternoon,"R. Collier, GSAF",Oct ,N
2014,Unprovoked,AUSTRALIA,Western Australia,Board involved activity,M,Morning,"9News, 2/15/2015",Oct ,N
2014,Unprovoked,USA,Florida,Board involved activity,M,Morning,"NBC2 News, 9/21/2014",Sep ,N
2014,Unprovoked,FRENCH POLYNESIA,Moorea,Fishing related,F,,"LeDepeche, 9/12/2014",Sep ,N
2014,Invalid,USA,California,Board involved activity,M,Random or not clear time references,"R. Collier, GSAF",Sep ,
2014,Unprovoked,AUSTRALIA,New South Wales,Swimming related,M,Morning,"BBC, 9/9/2014",Sep ,Y
2014,Unprovoked,USA,Alabama,Fishing related,M,Afternoon,"Fox10TV.com, 9/7/2014",Sep ,N
2014,Boating,USA,Massachusetts,Board involved activity,F,Random or not clear time references,"Boston Globe, 9/4/2014",Sep ,N
2014,Provoked,USA,Florida,Fishing related,M,Random or not clear time references,"WPBF.com, 9/2/2014",Sep ,N
2014,Unprovoked,SPAIN,Catalonia,Beach activities,M,,"A. Brenneka, Shark Attack Survivors",Sep ,N
2014,Unprovoked,USA,Florida,Board involved activity,F,Afternoon,"Sun Sentinel, 8/31/2014",Aug ,N
2014,Unprovoked,USA,Florida,Board involved activity,M,,"Click Orlando, 9/12/2014",Aug ,N
2014,Provoked,USA,Maryland,Fishing related,M,,"Delmarva Now, 8/29/2014",Aug ,N
2014,Unprovoked,SPAIN,Alicante,Swimming related,F,,"Diario Informacion, 8/29/2014",Aug ,N
2014,Unprovoked,USA,North Carolina,Board involved activity,M,,"C. Creswell, GSAF",Aug ,N
2014,Unprovoked,USA,South Carolina,Standing,F,Afternoon,"C. Creswell, GSAF",Aug ,N
